bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,122,129.4572711,95.55451175,70.28136907,3.336266134,0.892242484,586.7025305,75.79979467,98.38122203
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,123,95.02954681,90.832203,75.91603256,4.641648142,0.892242484,687.6117521,75.22077463,157.5565278
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,124,155.3931736,115.2226755,74.79790321,100.2967997,0.892242484,547.1287813,76.98383989,45.65876045
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,125,135.2794756,77.56553747,83.84632984,53.53198446,0.892242484,492.5263481,65.56274779,68.29977228
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,126,49.44066397,88.11126371,80.1064546,16.92825909,0.892242484,525.9956318,81.66390514,103.3793958
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,127,195.8554787,56.27761517,80.22101407,14.11915842,0.892242484,368.7776557,80.14486775,324.5839549
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,128,116.3092964,62.65330192,99.28477574,7.374735022,0.853708542,461.3342146,75.52766296,57.62088488
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,129,66.2177584,69.85832279,94.63232645,15.45494585,0.853708542,487.1507605,72.50733955,66.54453124
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,130,50.89792194,139.75154,92.52264807,3.8984331,0.853708542,763.7010281,75.78185643,43.59682237
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,131,47.59164096,62.30653331,92.82768372,50.43662513,0.853708542,462.8592994,76.94400696,58.86752747
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,132,113.7724641,93.04018832,91.51939613,10.53620554,0.853708542,555.5296717,73.21337384,46.22619346
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,133,51.42217947,82.35747997,91.51939613,15.4526133,0.853708542,646.7013298,75.42948308,80.76666054
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,134,95.06093168,43.63272961,88.16220461,12.69292958,0.853708542,608.5669405,72.82901049,183.4488432
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,135,106.1071703,27.98148705,85.17803075,11.71267763,0.936305287,559.1145623,72.29374144,289.0350659
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,136,100.601894,44.81881442,83.66170152,11.53742136,0.936305287,613.7348302,74.31797153,289.0350659
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,137,117.1652506,40.57108486,86.41065755,6.263922181,0.85220359,605.847504,70.08392075,33.53269035
