bmr,index,model_average,Logistic,LogLogistic,Probit,LogProbit,QuantalLinear,Multistage2,DichotomousHill
"BMR = 10%: Added, BMR: 0.1",11165,292.140825,104.513278,222.8340018,112.7745618,188.4421689,24.27071339,74.60489553,234.1396001
"BMR = 10%: Added, BMR: 0.1",11166,269.7927034,136.0527443,193.7903975,109.4534271,229.3899292,24.01743275,47.53605207,154.6229828
"BMR = 10%: Added, BMR: 0.1",11167,300.1385253,105.665006,236.055583,88.21864195,244.4275387,59.23087338,54.02909069,174.4465413
"BMR = 10%: Added, BMR: 0.1",11168,224.36842,123.6422124,187.1497716,111.3853883,234.0130558,53.23838283,84.58944398,210.3065171
"BMR = 10%: Added, BMR: 0.1",11169,259.1167084,139.8639001,149.3831956,94.95444882,277.2384825,28.90452897,107.0844461,184.8823216
"BMR = 10%: Added, BMR: 0.1",11170,244.6167025,146.8022934,252.2817297,100.9570615,255.9553145,33.59511435,64.16850115,232.9433906
"BMR = 10%: Added, BMR: 0.1",11171,274.421507,135.7364208,249.250127,87.21670886,243.2578303,31.12998017,81.81099824,182.136903
"BMR = 10%: Added, BMR: 0.1",11172,250.8670908,114.909094,231.9545244,89.1538052,269.3400139,31.12998017,95.04399841,256.270707
"BMR = 10%: Added, BMR: 0.1",11173,216.671047,123.7877629,237.3790365,88.53866454,269.9661947,29.8273323,84.73154142,237.3378334
"BMR = 10%: Added, BMR: 0.1",11174,242.671776,138.1977028,179.8968442,97.99036143,278.3651632,38.3894429,80.12805782,198.8959132
"BMR = 10%: Added, BMR: 0.1",11175,277.7202672,103.7393908,234.5877358,112.849976,289.3140443,38.76778184,81.29014965,164.9558691
"BMR = 10%: Added, BMR: 0.1",11176,241.62172,97.43335334,244.5644581,125.4025495,289.3140443,52.81331678,71.1158387,161.2125703
"BMR = 10%: Added, BMR: 0.1",11177,287.8468896,97.43335334,200.9040298,131.9991084,288.4084224,49.83828334,66.46935534,202.6096069
"BMR = 10%: Added, BMR: 0.1",11178,173.0161804,130.1743774,224.2822776,82.32870687,244.752244,37.28530323,59.52291067,176.0870687
"BMR = 10%: Added, BMR: 0.1",11179,258.9372234,131.4939666,242.7835731,131.5085297,254.6742388,47.64363014,56.63939777,186.2010999
"BMR = 10%: Added, BMR: 0.1",11180,177.0877164,164.1852968,234.5057734,86.7181347,246.7723082,25.61174597,56.63939777,259.4817933
"BMR = 10%: Added, BMR: 0.1",11181,213.4474255,158.4973297,201.4115813,111.4930385,225.4963846,38.74876262,99.18526264,264.9972062
"BMR = 10%: Added, BMR: 0.1",11182,246.9931006,97.58356535,267.8684696,98.47577102,226.979855,37.75470285,101.1959179,285.3903763
"BMR = 10%: Added, BMR: 0.1",11183,296.2712007,134.2870974,217.7072783,106.0869686,214.6937793,31.23405778,99.85552632,223.4695644
"BMR = 10%: Added, BMR: 0.1",11184,255.3748509,123.6172081,226.4654616,84.86878406,235.0051295,24.14537026,44.90099966,196.0212846
"BMR = 10%: Added, BMR: 0.1",11185,177.4895873,114.2563906,261.0072252,118.2125744,199.0956233,38.48078467,91.504453,230.601441
"BMR = 10%: Added, BMR: 0.1",11186,194.4964464,81.11257153,245.3056805,128.3734035,255.5959945,35.98129607,80.70604003,233.6100858
"BMR = 10%: Added, BMR: 0.1",11187,279.4291014,90.85725379,257.7992267,114.1131565,276.4587878,31.12795425,78.30440422,254.2748779
"BMR = 10%: Added, BMR: 0.1",11188,220.4205841,124.5579833,266.3157623,128.9911534,192.4970788,23.46138568,98.30213776,254.2748779
"BMR = 10%: Added, BMR: 0.1",11189,265.4793666,89.09117831,238.0913281,90.89219857,240.9639838,42.37179302,102.1715511,258.1888323
"BMR = 10%: Added, BMR: 0.1",11190,251.1267944,117.3899718,238.0913281,115.2713159,210.5921508,30.65737362,77.61207022,212.1748756
"BMR = 10%: Added, BMR: 0.1",11191,245.4983665,103.8655972,238.0913281,89.22206636,252.3761527,25.21419903,79.28101854,204.1174049
"BMR = 10%: Added, BMR: 0.1",11192,200.4912222,168.5605919,238.0913281,101.7333797,183.3695903,23.23099771,84.02811017,252.0640127
"BMR = 10%: Added, BMR: 0.1",11193,233.9737574,136.7223595,234.3231804,118.4678211,244.3383947,23.95827364,107.8448302,186.7853497
"BMR = 10%: Added, BMR: 0.1",11194,273.2519015,96.50790414,234.3231804,93.10262478,293.5109775,33.87779757,91.06442811,195.1963775
"BMR = 10%: Added, BMR: 0.1",11195,237.3503719,142.8131428,230.0324941,98.38531708,224.4679423,24.2128133,87.75569932,234.620756
"BMR = 10%: Added, BMR: 0.1",11196,240.2057062,112.5156368,231.7989545,109.5702363,261.5255539,32.75270484,82.71893748,258.8901998
"BMR = 10%: Added, BMR: 0.1",11197,247.5632705,81.62707168,231.7989545,103.4184871,257.3415305,23.81797827,65.14908151,230.847931
"BMR = 10%: Added, BMR: 0.1",11198,231.7758845,90.7587712,231.7989545,107.6613968,284.264559,30.60153393,66.26430736,244.2608096
"BMR = 10%: Added, BMR: 0.1",11199,294.8413144,100.0722407,231.7989545,109.5424433,222.7713097,28.60086591,63.31967337,230.5996555
"BMR = 10%: Added, BMR: 0.1",11200,206.577431,123.9217375,231.7989545,99.64519178,262.1895477,26.14954368,63.31967337,225.2831118
"BMR = 10%: Added, BMR: 0.1",11201,261.0219669,104.1818649,231.7989545,108.6336456,229.1586906,29.49678314,63.31967337,196.4122923
"BMR = 10%: Added, BMR: 0.1",11202,242.0396217,155.1560053,233.3852077,108.6336456,263.2840252,30.63540612,107.4193224,186.3568911
"BMR = 10%: Added, BMR: 0.1",11203,227.8886291,128.9260376,274.2470852,95.4495488,265.702491,44.56658349,88.56396257,183.9556836
"BMR = 10%: Added, BMR: 0.1",11204,183.9305967,97.91445995,241.9478412,102.0640114,271.597324,43.10010807,84.90693622,219.684063
"BMR = 10%: Added, BMR: 0.1",11205,199.237829,143.1223397,231.503011,144.015429,216.7298012,28.51185092,92.71242064,227.2387636
"BMR = 10%: Added, BMR: 0.1",11206,231.7567447,91.08486902,247.0265758,131.6149817,265.9434952,23.26426252,105.6660126,259.498896
"BMR = 10%: Added, BMR: 0.1",11207,246.6458327,89.23047558,271.298202,107.8314162,266.9201071,43.84252676,97.37477768,178.7522203
"BMR = 10%: Added, BMR: 0.1",11208,267.8675021,107.4461868,271.298202,105.1087784,267.5351511,41.54835584,90.63545477,219.9994744
"BMR = 10%: Added, BMR: 0.1",11209,217.6299057,102.8609618,246.3440575,103.1013719,255.4278166,33.11268447,66.33158421,264.7906079
"BMR = 10%: Added, BMR: 0.1",11210,154.6865028,116.3543828,251.6935564,103.1013719,264.2894205,41.35933045,78.67085059,214.1942622
"BMR = 10%: Added, BMR: 0.1",11211,263.4555973,98.61687297,232.3749007,117.8453914,287.2269945,24.03223105,75.39106585,232.3422418
"BMR = 10%: Added, BMR: 0.1",11212,239.6462196,112.3114354,242.3175101,108.2827574,247.4303102,24.93354567,76.71947497,174.4429436
"BMR = 10%: Added, BMR: 0.1",11213,237.7315079,110.711463,281.3471148,101.196052,287.77133,32.44171791,69.60330256,167.5413865
"BMR = 10%: Added, BMR: 0.1",11214,282.4456816,89.90242512,238.3717718,102.1653176,259.239056,41.82852448,66.77985702,146.7109737
"BMR = 10%: Added, BMR: 0.1",11215,233.457626,125.4785278,223.7306688,105.4599137,289.5927739,36.21612348,92.86023583,218.3347007
"BMR = 10%: Added, BMR: 0.1",11216,268.916286,146.1351886,207.8738602,140.64248,289.5927739,39.91221988,90.22959536,257.1289653
"BMR = 10%: Added, BMR: 0.1",11217,208.4625577,140.8520103,222.2273339,150.0614396,254.9169311,29.1714086,67.01073627,268.046104
"BMR = 10%: Added, BMR: 0.1",11218,232.3530356,133.1376997,220.5741997,109.4220672,273.348711,23.63031483,45.91010328,174.4697741
"BMR = 10%: Added, BMR: 0.1",11219,174.3319594,115.0096827,226.1693175,124.1683929,271.0606764,39.18225309,88.69282249,193.6279355
"BMR = 10%: Added, BMR: 0.1",11220,260.4262512,115.1384471,246.9905955,111.0808494,253.7310807,40.23331216,54.19753807,225.5701532
"BMR = 10%: Added, BMR: 0.1",11221,185.9054494,162.6481899,259.0037024,100.7078071,248.0093871,55.87498753,84.38341129,176.8980017
"BMR = 10%: Added, BMR: 0.1",11222,245.2944275,162.6481899,260.6201131,107.1357609,275.395813,44.72585512,81.54971237,146.6137833
"BMR = 10%: Added, BMR: 0.1",11223,213.1990832,136.0749824,233.9175804,94.81680054,281.7719263,44.99232334,70.72355912,200.6749073
"BMR = 10%: Added, BMR: 0.1",11224,247.408764,98.78952804,214.2603964,95.36695702,265.0640419,35.98572598,76.47880928,231.9353574
"BMR = 10%: Added, BMR: 0.1",11225,226.1505763,119.6748216,230.1974812,100.461556,269.8552983,45.93848748,71.91039172,194.7668759
"BMR = 10%: Added, BMR: 0.1",11226,268.5791946,110.3482735,259.522519,104.9984543,263.1777638,44.90064599,86.32283233,215.7474269
"BMR = 10%: Added, BMR: 0.1",11227,264.1118726,104.3624426,249.1665153,100.610009,267.3453857,32.46664613,85.80089547,222.5332821
"BMR = 10%: Added, BMR: 0.1",11228,258.5627783,147.9562681,213.4482808,100.6361066,268.2163442,27.51393179,88.47362007,222.5332821
"BMR = 10%: Added, BMR: 0.1",11229,270.6190081,121.2175098,214.4353882,107.6018922,245.4777996,38.60184804,99.06613482,222.5332821
"BMR = 10%: Added, BMR: 0.1",11230,229.1586553,137.9874504,288.8798256,115.3991254,229.7220838,34.15953941,51.42525934,222.5332821
"BMR = 10%: Added, BMR: 0.1",11231,217.239686,111.5187398,206.0855378,106.4737335,222.0427184,31.68522039,74.18266947,222.5332821
"BMR = 10%: Added, BMR: 0.1",11232,282.6128118,124.2181956,244.2826831,77.42956122,274.2332571,28.65254184,81.10523588,178.5711524
"BMR = 10%: Added, BMR: 0.1",11233,222.5037574,110.646326,248.7355545,103.5109285,244.2204403,23.62099368,81.9614018,221.4449986
"BMR = 10%: Added, BMR: 0.1",11234,221.7728265,120.2031288,276.6629358,68.14897789,237.0934621,28.43766247,84.68608925,200.6715707
"BMR = 10%: Added, BMR: 0.1",11235,148.7789032,143.9637302,257.3673704,66.48478405,221.8000516,21.67088676,90.22147012,192.1874204
"BMR = 10%: Added, BMR: 0.1",11236,214.1308955,111.3858,188.109078,119.2490285,217.0401757,17.8186389,80.93116713,225.7314147
"BMR = 10%: Added, BMR: 0.1",11237,239.9555739,91.94508146,238.6372078,94.30289372,233.2873185,19.18362475,98.28229408,204.8325277
"BMR = 10%: Added, BMR: 0.1",11238,294.9425485,112.5285473,242.3845904,92.50360266,249.0096872,34.78800993,123.1732463,176.8590034
"BMR = 10%: Added, BMR: 0.1",11239,233.0800466,122.00549,208.1238524,77.31424671,231.0341916,31.62750267,117.7203856,197.2217735
"BMR = 10%: Added, BMR: 0.1",11240,163.1291831,111.8189145,253.5422113,69.17266846,272.3273832,31.54254885,114.5623443,233.039141
"BMR = 10%: Added, BMR: 0.1",11241,232.155411,108.4674122,263.1473845,123.8898384,255.8113814,30.98115912,124.0777617,217.0679955
"BMR = 10%: Added, BMR: 0.1",11242,190.4072725,122.8804303,237.8709445,127.8973016,288.3426944,27.68015123,95.3245985,200.1059977
"BMR = 10%: Added, BMR: 0.1",11243,198.0623835,127.2046175,223.9041997,143.8509646,211.7438065,42.90970848,108.1581137,194.2254538
"BMR = 10%: Added, BMR: 0.1",11244,238.497352,123.3257526,230.4911664,127.3913781,256.8296279,23.78212706,52.76162712,158.5226333
"BMR = 10%: Added, BMR: 0.1",11245,285.6439719,107.5982372,262.5588152,147.4484433,264.5909898,20.59359077,109.8219595,150.5183145
"BMR = 10%: Added, BMR: 0.1",11246,224.5921991,97.18501439,250.7627077,131.4695796,258.1654884,22.20379291,88.17842382,196.9622731
"BMR = 10%: Added, BMR: 0.1",11247,244.0686833,144.314474,271.6131255,144.1547712,266.5008811,24.11048428,45.72678006,228.2276934
"BMR = 10%: Added, BMR: 0.1",11248,205.0350077,109.4679488,254.2050055,120.4394563,260.8209337,48.29632173,109.202097,197.5807
"BMR = 10%: Added, BMR: 0.1",11249,236.9167988,138.0171649,258.7631519,97.8993165,230.1871869,36.56526136,61.16779912,204.705972
"BMR = 10%: Added, BMR: 0.1",11250,289.9893631,138.2124839,230.2318053,71.31097108,245.7709513,39.04922183,92.43138645,236.4959439
"BMR = 10%: Added, BMR: 0.1",11251,261.1709919,134.196795,242.5637425,72.02764049,262.2406581,39.04922183,79.31441889,230.6621789
"BMR = 10%: Added, BMR: 0.1",11252,230.8020721,98.26245192,225.0289016,114.0246615,233.2557782,37.77398916,73.51894549,188.2145968
"BMR = 10%: Added, BMR: 0.1",11253,272.121484,140.9801159,228.3249901,109.2487959,240.4627591,40.49664738,68.33119694,222.9011448
"BMR = 10%: Added, BMR: 0.1",11254,229.4222217,107.0802743,229.0643515,121.8471839,224.4152567,23.41002622,79.3699104,216.9385307
"BMR = 10%: Added, BMR: 0.1",11255,263.149666,133.3485887,238.3541018,72.28089637,232.3603582,51.44993755,96.24436984,198.5898384
"BMR = 10%: Added, BMR: 0.1",11256,279.7403872,133.3485887,247.4930961,87.91278293,229.1933287,33.51238481,61.02646373,184.7948933
"BMR = 10%: Added, BMR: 0.1",11257,231.7556798,118.1927713,242.1739963,94.06538564,231.9802582,52.69905756,67.61758402,198.9319415
"BMR = 10%: Added, BMR: 0.1",11258,197.5212902,107.9178766,245.1588352,107.3061755,251.8355192,30.37463093,79.99822174,239.2382841
"BMR = 10%: Added, BMR: 0.1",11259,254.4268662,118.5913061,264.8807498,84.93520857,232.0111842,32.13457989,68.05453636,208.7368766
"BMR = 10%: Added, BMR: 0.1",11260,216.930566,116.7913715,264.8807498,89.6825964,190.308149,32.00355149,60.13987879,211.7608036
"BMR = 10%: Added, BMR: 0.1",11261,295.5518831,124.6795522,264.8807498,98.09542252,234.1103506,26.93004532,75.34973085,205.2716579
"BMR = 10%: Added, BMR: 0.1",11262,221.8643265,117.0225245,263.241265,108.0306832,203.1625171,26.75328647,85.81898184,217.0586623
"BMR = 10%: Added, BMR: 0.1",11263,268.0641325,112.2708848,231.6191856,122.0595154,241.4788693,40.19474495,92.6926344,233.1020062
"BMR = 10%: Added, BMR: 0.1",11264,236.2268156,139.2055681,239.1760011,97.55965461,239.4994084,29.76179304,61.80109436,179.350647
"BMR = 10%: Added, BMR: 0.1",11265,209.645971,111.9820801,168.092915,80.40524104,202.1960164,32.31308226,61.80109436,150.0088135
"BMR = 10%: Added, BMR: 0.1",11266,274.9849311,115.6678988,194.9467042,94.22591048,228.3530459,32.2306396,85.78112669,188.6023825
"BMR = 10%: Added, BMR: 0.1",11267,275.4655338,147.3612035,247.474248,94.96965218,255.9665808,41.51569724,88.10630834,205.8238165
"BMR = 10%: Added, BMR: 0.1",11268,279.4329271,99.53737878,214.7376783,88.72580034,260.8711198,50.86888191,74.66124282,253.7256843
"BMR = 10%: Added, BMR: 0.1",11269,224.5175489,129.5913648,228.4011927,85.64211326,237.5164817,55.24722297,76.75164803,236.4206429
"BMR = 10%: Added, BMR: 0.1",11270,242.5383289,101.2662184,209.0081846,107.2035395,256.3557699,45.3739022,74.00178692,237.5583446
"BMR = 10%: Added, BMR: 0.1",11271,224.6238337,94.30972189,206.0596748,109.5855293,253.2892513,43.40967572,82.79641255,165.729187
"BMR = 10%: Added, BMR: 0.1",11272,274.0387365,132.4216369,172.9665497,114.3169067,279.702948,44.96977945,103.3581268,277.1418645
"BMR = 10%: Added, BMR: 0.1",11273,239.7024999,128.9753736,203.3833764,95.21013082,251.034675,20.84082989,83.59585988,199.9874703
"BMR = 10%: Added, BMR: 0.1",11274,256.1777279,134.5257567,218.9803102,112.8910116,279.1240203,25.76021301,100.9464351,200.0575869
"BMR = 10%: Added, BMR: 0.1",11275,210.3415589,112.8743376,239.339452,119.7564972,279.1240203,28.18033952,94.39034759,200.0575869
"BMR = 10%: Added, BMR: 0.1",11276,213.665601,121.774669,259.5006049,119.7564972,279.1240203,29.17239543,64.80268713,200.0575869
"BMR = 10%: Added, BMR: 0.1",11277,280.9031039,123.5356036,259.8289635,113.0085525,279.1240203,30.38244253,90.38979764,189.0692014
"BMR = 10%: Added, BMR: 0.1",11278,267.6196946,147.7374707,259.6752234,93.97151867,279.1240203,25.40462516,119.7661175,222.7163079
"BMR = 10%: Added, BMR: 0.1",11279,208.0587428,139.2568562,259.6752234,95.91706405,279.1240203,37.68294164,119.3065678,229.9180508
"BMR = 10%: Added, BMR: 0.1",11280,176.7559617,126.0156349,259.6752234,89.91005747,271.2960308,36.70364528,70.59439603,238.5717535
"BMR = 10%: Added, BMR: 0.1",11281,246.9474026,113.424668,259.6752234,88.21513737,247.1555132,52.51455862,90.14572947,248.142391
"BMR = 10%: Added, BMR: 0.1",11282,206.3124732,120.9999371,269.6784005,111.3540271,231.2179363,43.13747131,56.06962156,204.8160296
"BMR = 10%: Added, BMR: 0.1",11283,198.3676699,135.960524,269.6784005,110.5519186,231.2179363,43.13747131,53.34506893,208.9912159
"BMR = 10%: Added, BMR: 0.1",11284,272.2705085,146.1341538,269.4322581,73.22792557,281.4369309,24.48920843,53.34506893,197.6792777
"BMR = 10%: Added, BMR: 0.1",11285,270.7459977,94.51598948,255.626957,72.89565124,272.0677061,28.91207421,54.10695904,193.3657036
"BMR = 10%: Added, BMR: 0.1",11286,227.7429709,152.73123,259.5809213,97.97546365,240.8453013,29.08851102,100.7490319,293.469192
"BMR = 10%: Added, BMR: 0.1",11287,255.5324584,124.5694012,229.556908,115.1786198,265.8938438,41.78744547,88.29935949,255.6141575
"BMR = 10%: Added, BMR: 0.1",11288,285.3366732,118.9836793,243.299355,94.84613104,275.7034458,33.75457707,100.9073311,253.8745652
"BMR = 10%: Added, BMR: 0.1",11289,228.3511218,109.7380478,240.0407964,112.4884223,225.3717899,42.49786746,104.4803146,266.28631
"BMR = 10%: Added, BMR: 0.1",11290,244.0898425,143.5775778,246.5322492,139.1983611,234.7566319,40.51366247,79.68385544,229.324985
"BMR = 10%: Added, BMR: 0.1",11291,247.6224366,143.5996501,222.6745838,115.3237047,218.1120049,23.34483631,79.23550336,231.2522872
"BMR = 10%: Added, BMR: 0.1",11292,290.9234956,136.9390999,258.3478324,131.1398386,216.7092689,24.39554344,75.98589448,244.6348843
"BMR = 10%: Added, BMR: 0.1",11293,271.9452507,132.2247396,267.9337674,98.45674541,206.6155802,32.74595456,48.51482104,222.8505048
"BMR = 10%: Added, BMR: 0.1",11294,224.9543306,114.143649,211.4617606,99.00292836,211.1010924,26.17914946,87.87969473,193.3942874
"BMR = 10%: Added, BMR: 0.1",11295,280.0610843,97.61934323,208.6536042,85.00188941,195.708975,30.60943111,88.77162167,215.7964075
"BMR = 10%: Added, BMR: 0.1",11296,281.5358615,127.5388765,245.0626842,83.57866094,255.8705707,28.90181475,96.39114916,221.2172925
"BMR = 10%: Added, BMR: 0.1",11297,206.3375629,127.4762842,222.8218495,84.626022,249.7143794,24.33543497,86.38704892,221.5860307
"BMR = 10%: Added, BMR: 0.1",11298,234.5642828,97.67067208,268.4022001,88.32730744,235.6367637,22.84980265,93.00042895,221.5860307
"BMR = 10%: Added, BMR: 0.1",11299,270.4511055,121.3888264,212.3026193,121.5448939,239.8456295,36.30970451,65.8142896,208.8018256
"BMR = 10%: Added, BMR: 0.1",11300,250.8078799,153.6592692,192.587781,87.96198301,284.3974742,27.76764744,43.79161997,208.8018256
"BMR = 10%: Added, BMR: 0.1",11301,221.315824,118.3812314,206.1757775,86.08697942,266.6411831,32.82096567,39.74077712,194.0456279
"BMR = 10%: Added, BMR: 0.1",11302,206.2261494,139.2496512,205.099182,101.8391323,243.7402908,32.82096567,39.74077712,231.3315609
"BMR = 10%: Added, BMR: 0.1",11303,190.1479757,120.3575977,200.9837566,107.8211859,260.4267081,41.78070256,97.89902892,231.3315609
"BMR = 10%: Added, BMR: 0.1",11304,245.7063396,80.86803914,251.9662669,108.2728684,225.6945337,33.17731574,97.71068076,231.3315609
"BMR = 10%: Added, BMR: 0.1",11305,218.2819353,101.8431168,191.7927631,86.95573703,218.4223895,27.35603864,59.53670825,231.3315609
"BMR = 10%: Added, BMR: 0.1",11306,196.1655579,113.8876986,187.4296282,97.04617873,231.678838,39.77253452,63.78654103,186.4925004
"BMR = 10%: Added, BMR: 0.1",11307,257.0517685,99.98425194,232.5182794,109.8509367,234.2384339,36.35350171,82.77496388,189.2409222
"BMR = 10%: Added, BMR: 0.1",11308,289.1588582,177.2536421,225.6917174,131.6360908,221.2321814,43.90501774,60.45670234,267.7264921
"BMR = 10%: Added, BMR: 0.1",11309,249.7143794,119.8225942,265.0848249,132.8983851,254.1399848,41.93233556,89.84747735,181.2734211
"BMR = 10%: Added, BMR: 0.1",11310,274.8689612,102.5953362,277.7172164,115.46675,274.1093013,30.50632959,75.25963613,192.5353737
"BMR = 10%: Added, BMR: 0.1",11311,276.4688457,145.3205695,199.3462771,119.0172618,269.6334571,30.50632959,89.2904792,224.7683073
"BMR = 10%: Added, BMR: 0.1",11312,258.1183358,149.3762788,177.0677405,112.0957086,245.8062117,33.7124899,66.49901422,248.6451496
"BMR = 10%: Added, BMR: 0.1",11313,216.5508123,125.2902566,231.9760721,133.3442152,266.7298483,32.1318949,99.32575274,239.6100558
"BMR = 10%: Added, BMR: 0.1",11314,205.8636961,135.6035085,199.651817,121.0849547,248.3463332,31.78254121,80.19343758,200.1457982
"BMR = 10%: Added, BMR: 0.1",11315,267.0476175,125.6751156,258.0887481,98.41416808,260.9137188,34.72917437,95.78167347,226.4688972
"BMR = 10%: Added, BMR: 0.1",11316,243.033004,125.6751156,253.8537378,113.3505213,268.9446956,35.00310925,83.96601285,230.3033292
"BMR = 10%: Added, BMR: 0.1",11317,226.3884307,159.1344676,243.7502544,68.07058198,248.773172,41.17627129,89.66175924,234.1580824
"BMR = 10%: Added, BMR: 0.1",11318,262.1398968,118.4138727,250.935432,105.5487705,186.5025063,31.14631742,56.28250946,248.4721937
"BMR = 10%: Added, BMR: 0.1",11319,229.9173286,121.5546963,231.9573431,73.37235839,183.3857647,42.65129503,96.26836762,232.2388991
"BMR = 10%: Added, BMR: 0.1",11320,265.9693009,110.06039,255.9774427,81.55976241,248.8666964,34.20060452,67.59059794,237.4292608
"BMR = 10%: Added, BMR: 0.1",11321,276.3147164,119.351597,194.0170751,90.2818376,247.9546481,42.45796233,63.79606486,207.5594188
"BMR = 10%: Added, BMR: 0.1",11322,253.1106964,119.351597,190.2238786,95.85480894,158.9645865,28.113237,72.08998634,208.2536005
"BMR = 10%: Added, BMR: 0.1",11323,229.6246418,105.3040004,247.594212,81.43311496,213.9917138,38.68027091,58.21849235,219.8175285
"BMR = 10%: Added, BMR: 0.1",11324,211.1363212,135.0321662,266.9174584,67.23428896,200.7586112,29.82205069,93.6948491,258.0182776
"BMR = 10%: Added, BMR: 0.1",11325,172.8622293,117.8980953,240.2963602,95.8594202,251.2092464,28.55131237,103.4480058,191.2437924
"BMR = 10%: Added, BMR: 0.1",11326,274.7838516,124.1170721,247.431473,113.1311583,216.9986377,31.13548125,51.78073581,218.5452179
"BMR = 10%: Added, BMR: 0.1",11327,222.7778087,138.9841894,226.692163,81.05778974,197.5212902,66.70653135,89.70188768,176.7014665
"BMR = 10%: Added, BMR: 0.1",11328,241.7747007,126.907523,217.5376829,77.70065928,229.6054592,64.30359469,109.1682696,223.0756503
"BMR = 10%: Added, BMR: 0.1",11329,276.1459879,131.3094575,213.6877842,81.48432194,247.2685531,56.79701394,124.1561832,236.5528954
"BMR = 10%: Added, BMR: 0.1",11330,212.8861996,138.9428846,246.6613699,119.4856667,215.5601886,41.75244588,97.40406701,251.1927877
"BMR = 10%: Added, BMR: 0.1",11331,202.0568626,147.8192778,254.8288123,101.1062743,248.1962926,41.46672081,74.38633954,210.8490941
"BMR = 10%: Added, BMR: 0.1",11332,248.2051341,89.89039252,190.6962589,106.780458,239.1116792,39.42632877,98.2231663,266.4120758
"BMR = 10%: Added, BMR: 0.1",11333,266.1633305,159.102848,187.6007079,142.1918065,273.7806451,42.09969279,92.91065764,185.7115548
"BMR = 10%: Added, BMR: 0.1",11334,204.709956,157.3337732,184.0237627,81.4590431,206.0127662,26.81278577,91.05282485,266.9196333
"BMR = 10%: Added, BMR: 0.1",11335,218.6530971,155.1391193,201.6739748,85.94645322,224.5917848,29.3859629,92.23462555,214.6967422
"BMR = 10%: Added, BMR: 0.1",11336,261.0996813,166.4508658,292.5557529,122.4910108,252.3445429,25.531512,93.93583619,223.1426196
"BMR = 10%: Added, BMR: 0.1",11337,242.7650559,166.4508658,204.4825776,97.94949327,233.0979087,37.56763698,68.75016413,251.3185777
"BMR = 10%: Added, BMR: 0.1",11338,250.3822072,156.9245224,223.6815691,88.84720772,245.8467879,40.97305063,103.4237104,228.8023797
"BMR = 10%: Added, BMR: 0.1",11339,246.8309062,147.540604,214.2378518,115.8157687,244.9871511,23.87120028,65.0132098,248.898724
"BMR = 10%: Added, BMR: 0.1",11340,262.0350424,128.5556478,230.1862224,105.2581906,260.2563644,30.4006377,45.70758541,200.2017303
"BMR = 10%: Added, BMR: 0.1",11341,246.1018651,108.9104655,224.8240952,100.060074,265.1761571,25.0914245,54.05994341,186.9711665
"BMR = 10%: Added, BMR: 0.1",11342,251.4136517,136.9654106,269.2655393,103.2338209,263.5811909,25.8383422,73.37234149,190.9288784
"BMR = 10%: Added, BMR: 0.1",11343,140.5512522,79.21858468,170.3272745,91.94750831,232.2896282,27.1385743,35.02198297,174.1017275
"BMR = 10%: Added, BMR: 0.1",11344,214.9945789,95.63701009,240.1894667,116.7295192,213.9933656,60.18925362,80.36058386,239.8249378
"BMR = 10%: Added, BMR: 0.1",11345,199.7531208,96.91373598,192.047794,99.87028788,243.6977421,45.07204544,74.23370579,150.0111306
"BMR = 10%: Added, BMR: 0.1",11346,185.5572184,117.961383,160.6866112,115.0975069,269.2291117,33.63501295,62.41536978,152.6528114
"BMR = 10%: Added, BMR: 0.1",11347,221.6976578,83.8721063,157.3236615,83.10266007,242.0102546,29.14646258,100.7485302,186.5469672
"BMR = 10%: Added, BMR: 0.1",11348,249.5582967,102.2462105,175.3486798,109.908542,205.0317756,29.76067073,77.37239775,205.1416665
"BMR = 10%: Added, BMR: 0.1",11349,276.4373603,85.14827438,189.9619964,81.75117572,259.3759922,32.89862296,71.6832248,226.9055938
"BMR = 10%: Added, BMR: 0.1",11350,250.2396841,92.57043481,187.6114266,110.8602423,221.9685651,28.98687743,75.32349755,209.2281942
"BMR = 10%: Added, BMR: 0.1",11351,214.7726778,92.57043481,163.9351082,92.1040003,238.9485751,33.84100452,54.88730284,227.0763331
"BMR = 10%: Added, BMR: 0.1",11352,237.6228714,116.5689729,228.2482084,95.61628483,235.1184881,39.34664862,54.88730284,229.5330417
"BMR = 10%: Added, BMR: 0.1",11353,198.3506526,107.6317909,235.9289972,123.8351159,211.8343537,27.24269828,54.88730284,268.7569008
"BMR = 10%: Added, BMR: 0.1",11354,294.4777173,173.6711647,250.9780169,86.1982524,245.5310776,29.84179863,62.17008514,221.9650809
"BMR = 10%: Added, BMR: 0.1",11355,231.601113,174.6150625,207.1949949,93.61568809,244.5793934,31.18138063,91.54501303,191.5948796
"BMR = 10%: Added, BMR: 0.1",11356,204.9679767,149.6960929,181.823233,99.34784782,274.1764677,30.08186005,80.17885597,176.6063044
"BMR = 10%: Added, BMR: 0.1",11357,192.1838607,128.200217,188.5215723,114.798138,277.4192575,30.08186005,69.88115201,231.6699497
"BMR = 10%: Added, BMR: 0.1",11358,259.9609464,113.1174811,200.4869104,95.54323318,183.1603068,21.85696774,101.017423,216.93075
"BMR = 10%: Added, BMR: 0.1",11359,255.1831243,72.68428193,284.2072185,127.4868285,217.8807632,26.35524886,76.63883973,221.4033133
