model,index,a,b,c,g
DichotomousHill,4149,0.971643,2.41882,5.21874,0.366593
DichotomousHill,4150,0.989608,3.16693,7.5375,0.0947779
DichotomousHill,4151,0.936276,4.05916,9.10606,0.240483
DichotomousHill,4152,0.977496,3.08211,7.36202,0.0195676
DichotomousHill,4153,0.995983,2.19962,6.22233,0.0969216
DichotomousHill,4154,0.841549,3.61086,9.67417,0.0980275
DichotomousHill,4155,0.844193,3.96362,10.9754,0.0684249
DichotomousHill,4156,0.871815,4.42069,12.8977,0.0933103
DichotomousHill,4157,0.95715,5.14412,12.1181,0.0088207
DichotomousHill,4158,0.932548,4.76086,11.7104,0.0145128
DichotomousHill,4159,0.960361,5.42407,14.3777,0.0689231
DichotomousHill,4160,0.960361,5.42407,14.3777,0.0689231
DichotomousHill,4161,0.918604,5.24347,13.416,0.0297868
DichotomousHill,4162,0.880402,5.03865,14.1876,0.0286735
DichotomousHill,4163,0.834163,4.96729,14.8649,0.0393941
DichotomousHill,4164,0.854971,5.13364,14.923,0.0404348
DichotomousHill,4165,0.800962,4.96855,14.2594,0.0558255
DichotomousHill,4166,0.937216,5.01783,13.4613,0.0289901
DichotomousHill,4167,0.925597,4.87182,12.6791,0.010516
DichotomousHill,4168,0.848688,4.6536,13.6298,0.0394083
DichotomousHill,4169,0.976011,3.76699,7.84796,0.325247
DichotomousHill,4170,0.895554,2.00281,5.78522,0.0635132
DichotomousHill,4171,0.988261,1.77937,4.89102,0.0638475
DichotomousHill,4172,0.965435,3.20717,7.92698,0.165335
DichotomousHill,4173,0.913343,2.96019,7.17636,0.171251
DichotomousHill,4174,0.966167,2.41153,5.73214,0.215804
DichotomousHill,4175,0.965516,2.22004,5.54228,0.109959
DichotomousHill,4176,0.951663,2.84496,7.52847,0.0410701
DichotomousHill,4177,0.969626,3.17121,7.08042,0.271047
DichotomousHill,4178,0.971333,3.13151,7.15197,0.283264
DichotomousHill,4179,0.944155,2.81555,7.30569,0.0118936
DichotomousHill,4180,0.989787,2.59116,5.83357,0.295054
DichotomousHill,4181,0.992549,2.37893,4.62978,0.351684
DichotomousHill,4182,0.955692,3.52967,9.41582,0.000720441
DichotomousHill,4183,0.971358,3.70999,9.04718,0.232187
DichotomousHill,4184,0.945378,3.45161,8.09488,0.125462
DichotomousHill,4185,0.983637,2.16927,5.96652,0.0793271
DichotomousHill,4186,0.998446,6.7801,14.2789,0.388168
DichotomousHill,4187,0.998356,7.81415,14.475,0.409815
DichotomousHill,4188,0.996682,8.91996,13.9561,0.389148
DichotomousHill,4189,0.977924,6.66586,14.5283,0.276893
DichotomousHill,4190,0.977924,6.66586,14.5283,0.276893
DichotomousHill,4191,0.961097,5.96086,14.09,0.21453
DichotomousHill,4192,0.968808,4.76704,10.1703,0.313233
DichotomousHill,4193,0.975379,2.95851,7.39755,0.0615085
DichotomousHill,4194,0.940345,2.49552,6.46088,0.173678
DichotomousHill,4195,0.891448,2.50815,5.71034,0.224655
DichotomousHill,4196,0.957622,4.92058,11.7299,0.185394
DichotomousHill,4197,0.924816,5.51964,11.4898,0.185362
DichotomousHill,4198,0.910732,5.08714,13.4258,0.274591
DichotomousHill,4199,0.928131,6.21467,12.5388,0.244642
DichotomousHill,4200,0.968352,4.78925,12.8936,0.091331
DichotomousHill,4201,0.954552,2.22135,6.06776,0.158415
DichotomousHill,4202,0.899977,2.39112,5.78926,0.0994349
DichotomousHill,4203,0.89216,2.29071,6.04704,0.160692
DichotomousHill,4204,0.991372,3.1629,7.58924,0.0425223
DichotomousHill,4205,0.999091,3.10373,6.80292,0.0460077
DichotomousHill,4206,0.997475,2.309,5.36715,0.0767162
DichotomousHill,4207,0.980514,3.7259,9.05644,0.0767968
DichotomousHill,4208,0.972874,3.56258,8.58389,0.0678502
DichotomousHill,4209,0.979227,1.98825,4.87333,0.131517
DichotomousHill,4210,0.981379,3.05487,7.40406,0.0926124
DichotomousHill,4211,0.98164,3.18316,7.46065,0.0891003
DichotomousHill,4212,0.990795,3.94587,9.17502,0.0560256
DichotomousHill,4213,0.957726,2.93398,7.00923,0.00431265
DichotomousHill,4214,0.968116,3.01311,8.41295,0.00770165
DichotomousHill,4215,0.97436,3.1165,8.49616,0.00651027
DichotomousHill,4216,0.977718,4.53422,10.0143,0.161703
DichotomousHill,4217,0.950582,1.89214,5.06649,0.0612028
DichotomousHill,4218,0.944723,3.39259,7.9921,0.0931209
DichotomousHill,4219,0.939676,3.53678,8.6344,0.169869
DichotomousHill,4220,0.964885,2.17354,5.86259,0.0750812
DichotomousHill,4221,0.961196,6.45318,14.3751,0.285468
DichotomousHill,4222,0.971062,7.00294,14.7555,0.332852
DichotomousHill,4223,0.982616,7.13965,14.9483,0.290441
DichotomousHill,4224,0.982616,7.13965,14.9483,0.290441
DichotomousHill,4225,0.982616,7.13965,14.9483,0.290441
DichotomousHill,4226,0.904505,4.17877,10.296,0.103029
DichotomousHill,4227,0.910532,3.9198,10.4207,0.108469
DichotomousHill,4228,0.988391,3.63141,8.35826,0.165042
DichotomousHill,4229,0.995786,2.51527,5.88478,0.26059
DichotomousHill,4230,0.999525,3.37047,8.12538,0.163981
DichotomousHill,4231,0.993078,3.96251,9.78313,0.0513264
DichotomousHill,4232,0.998817,2.07402,5.36073,0.0700053
DichotomousHill,4233,0.980697,3.42375,8.28399,0.00936924
DichotomousHill,4234,0.996989,3.59133,8.50296,0.0166006
DichotomousHill,4235,0.981897,2.67515,6.2619,0.160625
DichotomousHill,4236,0.962087,2.75562,7.24553,0.0259342
DichotomousHill,4237,0.933932,4.14374,9.98972,0.181606
DichotomousHill,4238,0.975551,5.91357,12.4636,0.423614
DichotomousHill,4239,0.949966,5.1807,12.5587,0.094029
DichotomousHill,4240,0.928342,3.74554,10.2124,0.0672734
DichotomousHill,4241,0.892052,3.54438,9.90228,0.017862
DichotomousHill,4242,0.980974,3.55071,9.48161,0.00229942
DichotomousHill,4243,0.993272,3.11326,7.6006,0.00763589
DichotomousHill,4244,0.994774,3.1153,7.23538,0.0131267
DichotomousHill,4245,0.990326,3.49664,9.81731,0.000674007
DichotomousHill,4246,0.994074,3.0829,7.26581,0.00491437
DichotomousHill,4247,0.932951,2.50292,5.97604,0.00414192
DichotomousHill,4248,0.970329,3.04676,8.75121,0.000792203
DichotomousHill,4249,0.958498,2.73699,7.86912,0.00174072
DichotomousHill,4250,0.953571,3.22774,9.22691,0.00725498
DichotomousHill,4251,0.954451,3.25448,7.9013,0.0469193
DichotomousHill,4252,0.955521,2.61162,6.8826,0.0477035
DichotomousHill,4253,0.943631,2.10002,6.05411,0.019276
DichotomousHill,4254,0.967964,4.16526,9.88835,0.121246
DichotomousHill,4255,0.979417,5.45372,14.1539,0.0240032
DichotomousHill,4256,0.97599,2.7128,6.31405,0.227263
DichotomousHill,4257,0.97755,2.85511,6.55675,0.248067
DichotomousHill,4258,0.972447,2.96864,5.82633,0.263706
DichotomousHill,4259,0.926954,3.34691,9.35335,0.137865
DichotomousHill,4260,0.970346,3.38641,8.3446,0.0655142
DichotomousHill,4261,0.958088,2.64945,6.5143,0.103733
DichotomousHill,4262,0.977916,2.10467,5.27656,0.0938976
DichotomousHill,4263,0.969567,2.45707,5.86377,0.152792
DichotomousHill,4264,0.962688,3.06447,7.29821,0.127136
DichotomousHill,4265,0.862333,3.10901,9.47846,0.0665626
DichotomousHill,4266,0.942514,4.13088,9.4332,0.142313
DichotomousHill,4267,0.988423,2.98572,7.05353,0.12226
DichotomousHill,4268,0.981952,3.51123,8.65613,0.0326048
DichotomousHill,4269,0.918452,1.90622,5.0891,0.078077
DichotomousHill,4270,0.946633,4.47005,9.96254,0.306516
DichotomousHill,4271,0.951661,5.29959,10.2706,0.439326
DichotomousHill,4272,0.934178,3.05856,8.22535,0.12252
DichotomousHill,4273,0.955873,2.41853,5.65144,0.383543
DichotomousHill,4274,0.89482,1.31248,5.008,0.162953
DichotomousHill,4275,0.790571,1.36382,5.02331,0.133299
DichotomousHill,4276,0.860274,1.34205,4.88946,0.141613
DichotomousHill,4277,0.971431,2.45283,5.5786,0.169967
DichotomousHill,4278,0.938931,2.798,7.0408,0.0848104
DichotomousHill,4279,0.954626,2.78953,7.41339,0.0472532
DichotomousHill,4280,0.954369,3.01371,7.72388,0.128177
DichotomousHill,4281,0.988634,3.43458,8.64216,0.16604
DichotomousHill,4282,0.993434,2.8331,7.03804,0.153957
DichotomousHill,4283,0.986115,3.04477,7.74679,0.0492614
DichotomousHill,4284,0.967329,2.20658,6.57565,0.0487779
DichotomousHill,4285,0.976878,2.63371,5.83946,0.0398205
DichotomousHill,4286,0.984789,1.88441,5.66454,0.0363436
DichotomousHill,4287,0.978247,2.69862,6.76811,0.259484
DichotomousHill,4288,0.956887,3.50584,9.17157,0.0666264
DichotomousHill,4289,0.95659,3.95288,9.62049,0.0978155
DichotomousHill,4290,0.933356,4.1382,10.3044,0.10825
DichotomousHill,4291,0.968624,2.93635,7.16163,0.12013
DichotomousHill,4292,0.986998,3.09324,7.49419,0.0824426
DichotomousHill,4293,0.930752,2.74836,7.912,0.0848009
DichotomousHill,4294,0.904801,3.00041,7.93372,0.0958822
DichotomousHill,4295,0.972244,3.94309,8.81764,0.065271
DichotomousHill,4296,0.917446,5.28037,10.0361,0.269991
DichotomousHill,4297,0.912318,4.8274,12.1443,0.298135
DichotomousHill,4298,0.880386,4.70405,11.1947,0.180982
DichotomousHill,4299,0.979831,4.09071,10.294,0.0339716
DichotomousHill,4300,0.943655,4.40424,10.9284,0.0110702
DichotomousHill,4301,0.952056,4.95171,12.3555,0.027285
DichotomousHill,4302,0.966567,3.8597,10.0793,0.0847764
DichotomousHill,4303,0.942829,1.43846,4.21774,0.186375
DichotomousHill,4304,0.903311,1.23885,4.18668,0.181253
DichotomousHill,4305,0.986592,3.40594,8.83237,0.0489628
DichotomousHill,4306,0.944335,3.77621,10.0004,0.00476455
DichotomousHill,4307,0.992751,2.88492,7.04259,0.00616394
DichotomousHill,4308,0.992803,2.75914,7.28699,0.00510138
DichotomousHill,4309,0.986448,3.4505,9.11353,0.00355357
DichotomousHill,4310,0.998992,3.39411,8.88914,0.00171506
DichotomousHill,4311,0.963437,4.66171,11.5189,0.0198886
DichotomousHill,4312,0.985224,3.35469,8.85821,0.0888951
DichotomousHill,4313,0.986523,3.64766,8.50372,0.0978211
DichotomousHill,4314,0.966149,4.04985,9.14096,0.0980676
DichotomousHill,4315,0.948742,2.79132,6.06116,0.217245
DichotomousHill,4316,0.97196,2.32075,5.19473,0.180602
DichotomousHill,4317,0.962622,3.26404,7.86294,0.0950141
DichotomousHill,4318,0.962441,3.07587,8.07397,0.0970266
DichotomousHill,4319,0.989189,3.70365,8.64524,0.0954727
DichotomousHill,4320,0.996935,2.67356,6.42834,0.0271334
DichotomousHill,4321,0.997005,2.57087,6.45133,0.0259187
DichotomousHill,4322,0.997259,2.36257,6.41308,0.0201633
DichotomousHill,4323,0.967149,1.57453,4.32617,0.0558158
DichotomousHill,4324,0.831986,2.56392,7.03342,0.0769087
DichotomousHill,4325,0.83116,2.52821,7.54846,0.0664725
DichotomousHill,4326,0.971256,4.02424,10.1264,0.0013077
DichotomousHill,4327,0.984623,3.87688,11.7693,0.00667237
DichotomousHill,4328,0.983226,2.46071,7.19449,0.00339426
DichotomousHill,4329,0.986319,2.99433,8.64392,0.00202042
DichotomousHill,4330,0.986193,2.95036,8.55594,0.00198942
DichotomousHill,4331,0.982735,3.65132,9.35319,0.00107243
DichotomousHill,4332,0.889074,2.37299,6.49425,0.0069016
DichotomousHill,4333,0.907538,2.57755,7.15134,0.0125905
DichotomousHill,4334,0.995831,6.07153,14.1842,0.0609871
DichotomousHill,4335,0.994733,5.31337,13.0489,0.0515133
DichotomousHill,4336,0.932308,1.94264,5.15649,0.0923686
DichotomousHill,4337,0.922151,1.91659,4.6421,0.0849458
DichotomousHill,4338,0.937633,1.47219,4.62655,0.242637
DichotomousHill,4339,0.964092,1.75177,4.46957,0.237459
DichotomousHill,4340,0.860102,1.72768,6.26888,0.0385836
DichotomousHill,4341,0.961442,2.18211,7.16872,0.0482604
DichotomousHill,4342,0.984296,3.87578,10.7363,0.214496
DichotomousHill,4343,0.983994,4.61491,9.99981,0.206835
DichotomousHill,4344,0.979122,5.60716,10.7868,0.443303
DichotomousHill,4345,0.981301,3.80215,9.80663,0.0459852
DichotomousHill,4346,0.96801,3.72581,8.43735,0.1732
DichotomousHill,4347,0.982189,3.36314,7.08284,0.301963
DichotomousHill,4348,0.981575,4.55293,11.6596,0.00746143
DichotomousHill,4349,0.948004,1.30312,3.77239,0.159048
DichotomousHill,4350,0.95131,1.15225,3.66482,0.037324
DichotomousHill,4351,0.985486,1.58384,4.4837,0.106901
DichotomousHill,4352,0.996503,2.85441,6.61555,0.0460752
DichotomousHill,4353,0.997102,3.64121,7.80762,0.137388
DichotomousHill,4354,0.997144,4.38862,8.19081,0.123112
DichotomousHill,4355,0.991037,3.35397,8.26127,0.123995
DichotomousHill,4356,0.919361,5.32983,10.7476,0.369467
DichotomousHill,4357,0.979753,3.15112,7.73876,0.0319997
DichotomousHill,4358,0.97247,3.79075,8.88604,0.0497456
DichotomousHill,4359,0.929467,2.26255,6.56974,0.0380957
DichotomousHill,4360,0.93166,2.38374,5.35035,0.0338289
DichotomousHill,4361,0.927275,3.29531,10.0075,0.00451431
DichotomousHill,4362,0.925922,3.21804,9.81513,0.00369687
DichotomousHill,4363,0.934857,2.30299,5.59548,0.0223727
DichotomousHill,4364,0.987758,3.76191,8.35747,0.202906
DichotomousHill,4365,0.98562,1.85951,5.94263,0.035862
DichotomousHill,4366,0.985212,1.93261,5.89005,0.0395526
DichotomousHill,4367,0.986668,2.115,5.52368,0.0333792
DichotomousHill,4368,0.929523,2.14606,5.09036,0.00582031
DichotomousHill,4369,0.931532,1.95431,5.57274,0.00715059
DichotomousHill,4370,0.941141,2.93319,7.4799,0.00692522
DichotomousHill,4371,0.990453,3.47459,9.60488,0.0257718
DichotomousHill,4372,0.951461,4.34781,11.0006,0.0715459
DichotomousHill,4373,0.991022,1.61661,4.35611,0.0973335
DichotomousHill,4374,0.991093,2.42228,5.35985,0.297869
DichotomousHill,4375,0.989479,1.45036,3.81558,0.0301838
DichotomousHill,4376,0.856616,1.80954,5.24805,0.0665973
DichotomousHill,4377,0.975617,1.98349,4.86543,0.00751131
DichotomousHill,4378,0.974087,2.17097,5.04117,0.00739257
DichotomousHill,4379,0.962695,4.55828,9.60839,0.250413
DichotomousHill,4380,0.992558,4.25096,9.65106,0.136703
DichotomousHill,4381,0.958582,4.35334,8.83774,0.284782
DichotomousHill,4382,0.9565,4.14933,8.20305,0.27633
DichotomousHill,4383,0.949302,4.30305,7.72185,0.286182
DichotomousHill,4384,0.980961,4.17098,9.21653,0.245545
DichotomousHill,4385,0.89051,3.61722,8.66606,0.146337
DichotomousHill,4386,0.896447,3.75159,8.64948,0.158877
DichotomousHill,4387,0.934055,3.08472,7.76066,0.430779
DichotomousHill,4388,0.869969,2.67598,6.85564,0.106937
DichotomousHill,4389,0.966215,3.74998,9.36273,0.183165
DichotomousHill,4390,0.955529,5.86534,10.7975,0.295431
DichotomousHill,4391,0.962009,4.06156,9.33101,0.166903
DichotomousHill,4392,0.976294,1.72576,4.54391,0.0116416
DichotomousHill,4393,0.980558,1.50895,3.41009,0.246407
DichotomousHill,4394,0.985239,1.59032,4.06425,0.130023
DichotomousHill,4395,0.99153,1.53357,4.0764,0.148112
DichotomousHill,4396,0.994579,1.71481,4.34456,0.111336
DichotomousHill,4397,0.98943,2.97009,7.4724,0.0220605
DichotomousHill,4398,0.931698,3.49805,8.98111,0.16439
DichotomousHill,4399,0.986763,3.16403,7.08278,0.254
DichotomousHill,4400,0.878959,4.51929,11.6777,0.0674719
DichotomousHill,4401,0.844189,3.76409,10.5857,0.0547386
DichotomousHill,4402,0.986035,4.817,12.1008,0.0433765
DichotomousHill,4403,0.987028,4.46517,11.2679,0.0529101
DichotomousHill,4404,0.826721,3.15381,8.39407,0.0592242
DichotomousHill,4405,0.998284,2.17545,5.37211,0.130366
DichotomousHill,4406,0.999025,3.21617,7.90139,0.0908399
DichotomousHill,4407,0.997489,3.66077,9.05707,0.0931788
DichotomousHill,4408,0.981659,2.44515,6.01578,0.0186931
DichotomousHill,4409,0.954761,2.31107,6.4949,0.0226338
DichotomousHill,4410,0.961998,2.0659,6.39725,0.0188915
DichotomousHill,4411,0.965311,2.74686,6.22452,0.0231423
DichotomousHill,4412,0.999002,4.33649,9.23173,0.0563589
DichotomousHill,4413,0.998865,3.3943,9.30719,0.0674973
DichotomousHill,4414,0.999732,3.56324,9.57626,0.0291509
DichotomousHill,4415,0.998871,3.34922,7.83704,0.0142919
DichotomousHill,4416,0.995429,3.48773,9.61444,0.0144978
DichotomousHill,4417,0.987465,2.94497,6.77147,0.390625
DichotomousHill,4418,0.958768,3.91022,10.8147,0.0306521
DichotomousHill,4419,0.970051,2.00247,5.74088,0.00154343
DichotomousHill,4420,0.873865,1.55415,5.22243,0.00729765
DichotomousHill,4421,0.888194,1.89749,5.1434,0.0153022
DichotomousHill,4422,0.99303,3.18753,8.79342,0.0125517
DichotomousHill,4423,0.995721,2.51232,6.28277,0.0340701
DichotomousHill,4424,0.970541,4.53494,11.1,0.02533
DichotomousHill,4425,0.972409,4.07207,11.1418,0.0243727
DichotomousHill,4426,0.976131,4.44008,11.6863,0.0221857
DichotomousHill,4427,0.948614,4.18921,10.3433,0.0111679
DichotomousHill,4428,0.951897,1.68275,5.00786,0.035093
DichotomousHill,4429,0.95385,1.72143,4.16221,0.0335469
DichotomousHill,4430,0.959576,1.83932,5.1057,0.0450981
DichotomousHill,4431,0.955685,1.97606,5.11861,0.0656287
DichotomousHill,4432,0.925791,2.78479,8.01609,0.0477301
DichotomousHill,4433,0.986536,4.33468,10.1571,0.260296
DichotomousHill,4434,0.955352,3.49388,8.46381,0.26749
DichotomousHill,4435,0.922354,2.32278,6.22114,0.0180348
DichotomousHill,4436,0.937481,2.32976,6.93207,0.00996689
DichotomousHill,4437,0.971405,3.06742,8.21156,0.00744437
DichotomousHill,4438,0.998615,3.87452,9.18194,0.037698
DichotomousHill,4439,0.993335,2.24512,6.3617,0.0563442
DichotomousHill,4440,0.992656,2.45495,6.01279,0.0530712
DichotomousHill,4441,0.99882,2.75605,7.07305,0.0442443
DichotomousHill,4442,0.999144,3.90719,8.65255,0.200792
DichotomousHill,4443,0.994416,4.49766,10.0125,0.195215
DichotomousHill,4444,0.97805,4.27669,10.5563,0.112311
DichotomousHill,4445,0.978892,4.24215,10.714,0.11635
DichotomousHill,4446,0.993436,3.77959,9.06955,0.136961
DichotomousHill,4447,0.975377,3.40048,8.73917,0.0958795
DichotomousHill,4448,0.972819,3.87994,9.80399,0.12864
DichotomousHill,4449,0.965443,3.82295,10.0786,0.0583071
DichotomousHill,4450,0.979615,2.72754,7.46118,0.0707464
DichotomousHill,4451,0.963915,2.98302,6.83279,0.0844496
DichotomousHill,4452,0.929438,3.91054,10.9677,0.0448335
DichotomousHill,4453,0.95825,3.79865,9.99001,0.0214858
DichotomousHill,4454,0.962215,4.73799,12.0614,0.0517834
DichotomousHill,4455,0.953317,5.3773,13.8157,0.0747857
DichotomousHill,4456,0.965763,5.49899,11.7788,0.0548611
DichotomousHill,4457,0.96163,4.67352,11.8587,0.0220097
DichotomousHill,4458,0.943012,3.24231,8.10811,0.0444194
DichotomousHill,4459,0.946463,3.97399,10.5561,0.0513199
DichotomousHill,4460,0.935096,5.73746,13.6592,0.148865
DichotomousHill,4461,0.948045,5.36486,13.2088,0.0820393
DichotomousHill,4462,0.968686,4.61258,10.8705,0.105793
DichotomousHill,4463,0.961657,4.22578,9.87525,0.228651
DichotomousHill,4464,0.968374,3.42674,8.72186,0.0454703
DichotomousHill,4465,0.962094,3.51705,8.63921,0.0434202
DichotomousHill,4466,0.990804,3.46912,8.20238,0.0933643
DichotomousHill,4467,0.92709,3.75271,10.2533,0.0275138
DichotomousHill,4468,0.938489,4.05715,11.5465,0.0245462
DichotomousHill,4469,0.924758,4.82813,13.9727,0.0425684
DichotomousHill,4470,0.848144,4.36142,12.6653,0.0112529
DichotomousHill,4471,0.981171,4.4532,11.7436,0.0054261
DichotomousHill,4472,0.983386,1.70733,3.8072,0.287076
DichotomousHill,4473,0.999395,2.13761,5.08033,0.0253092
DichotomousHill,4474,0.969472,2.38282,6.85788,0.0137792
DichotomousHill,4475,0.989982,1.50129,4.72632,0.00664631
DichotomousHill,4476,0.97581,3.03735,7.96233,0.22112
DichotomousHill,4477,0.882802,2.74504,8.1959,0.282238
DichotomousHill,4478,0.953257,2.56103,6.09414,0.184892
DichotomousHill,4479,0.919761,3.25801,8.36625,0.209426
DichotomousHill,4480,0.916835,4.23016,8.8417,0.283631
DichotomousHill,4481,0.941765,3.25736,8.188,0.276275
DichotomousHill,4482,0.973132,3.5909,8.34717,0.0931154
DichotomousHill,4483,0.976286,3.61321,9.17128,0.135284
DichotomousHill,4484,0.9791,3.5036,8.82241,0.233536
DichotomousHill,4485,0.967054,3.66586,8.17013,0.096071
DichotomousHill,4486,0.978905,2.27325,4.7499,0.0449237
DichotomousHill,4487,0.978341,2.364,4.62738,0.0442386
DichotomousHill,4488,0.975154,4.45029,7.57347,0.285142
DichotomousHill,4489,0.929786,2.20111,4.79789,0.0322237
DichotomousHill,4490,0.959365,2.23518,6.42354,0.00481211
DichotomousHill,4491,0.957733,2.38055,6.11705,0.0175504
DichotomousHill,4492,0.971407,3.74139,9.35512,0.0132079
DichotomousHill,4493,0.94869,3.32182,8.56369,0.0215793
DichotomousHill,4494,0.943791,2.0288,6.17065,0.0526765
DichotomousHill,4495,0.947196,1.92863,5.72631,0.0676733
DichotomousHill,4496,0.967171,4.15445,9.94631,0.157726
DichotomousHill,4497,0.953809,3.46695,8.71255,0.109901
DichotomousHill,4498,0.957993,3.12401,8.71179,0.11482
DichotomousHill,4499,0.987279,2.2952,5.1349,0.113886
DichotomousHill,4500,0.983062,3.53851,9.54538,0.0103518
DichotomousHill,4501,0.924834,2.37355,6.75135,0.00559669
DichotomousHill,4502,0.988999,2.88384,6.75704,0.0027321
DichotomousHill,4503,0.974386,3.01833,8.57067,0.0261332
DichotomousHill,4504,0.976306,3.70195,7.98778,0.0456204
DichotomousHill,4505,0.9634,5.60113,11.0628,0.0537992
DichotomousHill,4506,0.873443,2.68403,6.98282,0.0982503
DichotomousHill,4507,0.999222,1.91528,4.59895,0.0720928
DichotomousHill,4508,0.993662,2.82558,7.83629,0.0245272
DichotomousHill,4509,0.91829,2.47093,6.16259,0.131451
DichotomousHill,4510,0.926006,2.60543,7.13069,0.101385
DichotomousHill,4511,0.93566,3.06834,7.52302,0.30286
DichotomousHill,4512,0.962065,3.88539,7.30002,0.286142
DichotomousHill,4513,0.972652,3.01012,6.85228,0.323767
DichotomousHill,4514,0.897169,2.84649,7.78759,0.12032
DichotomousHill,4515,0.93818,3.3529,8.1616,0.103651
DichotomousHill,4516,0.976297,2.38836,6.31135,0.106166
DichotomousHill,4517,0.978576,2.84126,5.91882,0.101996
DichotomousHill,4518,0.963071,2.57729,7.78186,0.0621841
DichotomousHill,4519,0.962686,2.92849,6.9039,0.0553231
DichotomousHill,4520,0.973455,3.06272,7.53766,0.11287
DichotomousHill,4521,0.987736,4.21526,9.73771,0.146658
DichotomousHill,4522,0.941377,3.05258,8.1032,0.0140619
DichotomousHill,4523,0.92277,3.70672,9.59478,0.00921601
DichotomousHill,4524,0.968405,4.56922,11.5507,0.014014
DichotomousHill,4525,0.903116,1.97975,4.92954,0.0157047
DichotomousHill,4526,0.966467,2.14232,6.24365,0.098726
DichotomousHill,4527,0.950075,3.41623,8.67602,0.0680357
DichotomousHill,4528,0.934674,3.11519,7.65408,0.12263
DichotomousHill,4529,0.956711,1.61404,4.4104,0.00492087
DichotomousHill,4530,0.951011,1.81115,4.29844,0.0673932
DichotomousHill,4531,0.936721,1.91298,5.1724,0.0806556
DichotomousHill,4532,0.960283,4.21976,10.5166,0.0300767
DichotomousHill,4533,0.927953,3.32413,8.09844,0.157842
DichotomousHill,4534,0.893343,3.53617,8.55822,0.180927
DichotomousHill,4535,0.911625,3.38219,9.62217,0.15682
DichotomousHill,4536,0.906174,3.24504,7.81796,0.535655
DichotomousHill,4537,0.865798,4.11412,8.26417,0.284265
DichotomousHill,4538,0.929558,1.81029,4.74769,0.0221161
DichotomousHill,4539,0.994897,3.70557,9.36817,0.123844
DichotomousHill,4540,0.993075,3.78161,8.8071,0.148852
DichotomousHill,4541,0.988025,2.38345,5.75088,0.102623
DichotomousHill,4542,0.907211,3.50773,8.26499,0.137535
DichotomousHill,4543,0.955328,3.59664,9.13922,0.236163
DichotomousHill,4544,0.99308,6.56506,13.2244,0.321209
DichotomousHill,4545,0.993613,6.94225,13.6304,0.338815
DichotomousHill,4546,0.99736,6.04728,13.5632,0.201156
DichotomousHill,4547,0.989917,6.22953,13.1256,0.188856
DichotomousHill,4548,0.990326,7.2294,13.9164,0.354936
DichotomousHill,4549,0.991929,6.85877,13.3081,0.25932
DichotomousHill,4550,0.890082,2.5992,7.33005,0.127725
DichotomousHill,4551,0.994392,2.14405,6.35596,0.0592251
DichotomousHill,4552,0.959075,1.83604,4.12832,0.170237
DichotomousHill,4553,0.95542,1.72526,4.42034,0.222411
DichotomousHill,4554,0.983666,2.85295,7.76869,0.00846046
DichotomousHill,4555,0.922387,3.54422,8.89981,0.00264143
DichotomousHill,4556,0.953105,3.42264,9.35579,0.00277801
DichotomousHill,4557,0.945932,3.91386,9.62652,0.0022341
DichotomousHill,4558,0.886839,4.23666,10.9274,0.000560814
DichotomousHill,4559,0.974672,4.80527,11.3798,0.00291838
DichotomousHill,4560,0.983428,3.655,10.0295,0.00225827
DichotomousHill,4561,0.83123,4.99042,12.8781,0.0202257
DichotomousHill,4562,0.955533,3.4294,9.15356,0.012703
DichotomousHill,4563,0.953131,2.30807,5.58949,0.0842679
DichotomousHill,4564,0.958302,3.41436,7.74122,0.144301
DichotomousHill,4565,0.941162,3.72109,9.37427,0.224607
DichotomousHill,4566,0.963714,3.46404,8.66894,0.195433
DichotomousHill,4567,0.977391,4.03475,10.0803,0.175693
DichotomousHill,4568,0.956663,4.81761,9.56419,0.429522
DichotomousHill,4569,0.974142,6.31163,10.353,0.442767
DichotomousHill,4570,0.993891,5.63192,13.0544,0.323433
DichotomousHill,4571,0.994364,6.38487,13.347,0.25994
DichotomousHill,4572,0.989688,6.58057,13.9076,0.256961
DichotomousHill,4573,0.989842,6.813,14.2572,0.213564
DichotomousHill,4574,0.988011,6.4233,14.5384,0.208956
DichotomousHill,4575,0.992852,6.24427,13.7637,0.415133
DichotomousHill,4576,0.987143,6.70292,12.3015,0.269983
DichotomousHill,4577,0.968239,4.48775,10.0281,0.159283
DichotomousHill,4578,0.994191,4.39862,10.4543,0.116796
DichotomousHill,4579,0.992256,5.02676,11.6705,0.184563
DichotomousHill,4580,0.920278,5.66965,13.0126,0.327834
DichotomousHill,4581,0.918611,7.15712,11.8977,0.372541
DichotomousHill,4582,0.908435,7.2836,11.7989,0.419901
DichotomousHill,4583,0.991211,5.4399,10.4361,0.282547
DichotomousHill,4584,0.891001,3.36843,8.63339,0.0677424
DichotomousHill,4585,0.984424,2.11626,5.39294,0.0125982
DichotomousHill,4586,0.962599,3.9734,8.88886,0.233666
DichotomousHill,4587,0.935186,3.68742,9.76575,0.0775934
DichotomousHill,4588,0.979738,2.44388,5.9616,0.0491799
DichotomousHill,4589,0.970205,2.87961,6.66698,0.233528
DichotomousHill,4590,0.976953,2.79739,7.03353,0.0286348
DichotomousHill,4591,0.987376,2.54155,6.6578,0.00556781
DichotomousHill,4592,0.987678,4.00666,10.1914,0.0523233
