bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,81,15.78356758,34.38312392,70.6491089,19.1459723,164.7153444,19.10451852,53.56092038,45.13786368
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,82,16.24421928,34.91791134,49.96888974,18.39204675,164.7153444,24.22717343,71.2192273,47.30440416
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,83,15.40980519,35.3521092,50.73410116,18.37346707,164.8891456,20.1632159,68.64087256,47.86730015
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,84,15.32681199,33.36418312,47.10695482,17.05136693,164.8891456,35.80205148,51.82085677,49.01532575
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,85,13.85551191,33.5122812,46.30100231,19.45150919,129.8784644,15.69190722,50.06927621,52.88103208
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,86,18.00131834,33.99694212,44.58746966,19.92907686,117.7729055,17.34603403,58.17778513,51.66655448
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,87,18.36345773,32.06291804,47.92075668,15.43139296,68.44297239,39.88721259,53.27432195,53.64931093
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,88,17.70928722,31.67308509,40.44992965,17.71187082,69.07636467,19.84965068,72.6832908,48.30520168
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,89,21.23635589,30.63251842,43.88134186,19.98769787,18.88156536,48.68059624,53.21450963,50.44037864
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,90,21.73629187,33.70487647,45.50881901,26.51376006,76.83413269,81.68748117,59.23761392,47.28941126
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,91,22.51458021,31.81058407,35.30784269,20.52781099,44.91103688,72.02995272,59.88075917,49.98439813
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,92,20.73664047,34.03027856,43.56890003,20.58260288,130.9632524,31.31341992,77.80369701,52.89976279
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,93,19.79071035,37.01023174,34.37714987,18.93595533,131.3246085,27.18626867,62.88002715,53.97010314
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,94,15.40317001,34.95488961,62.38119984,14.32428249,106.5166352,74.1546793,53.63893829,48.50252394
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,95,23.04755867,35.75467164,32.98245738,23.65398861,112.7467181,49.09529997,53.5622538,48.08862968
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,96,13.69106483,35.12541645,38.13721904,23.33758856,147.6671682,46.26775495,50.75719781,48.71476842
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,97,17.1437339,33.60836898,33.24803053,18.64694468,52.60810099,66.18779066,50.02090046,44.75397789
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,98,18.39331454,43.81353527,37.36887145,16.12988498,40.32973745,36.53349676,87.89226028,48.07795932
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,99,19.40863561,38.12063331,37.28203964,17.39625159,36.629357,34.6702667,74.42847152,50.8234938
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,100,24.20457965,38.10811518,34.79208795,17.77425556,60.66007806,21.19140665,56.68905705,49.01463794
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,101,17.48694889,34.51328187,32.04499947,15.42548728,60.24916156,42.23858164,60.93901684,48.90933636
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,102,15.87648154,32.57602344,32.22599895,15.99480062,49.48286144,31.75002739,62.3266188,50.93014149
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,103,13.64026064,36.31301407,34.90364509,16.20594538,56.46487886,31.60930033,59.1665907,46.92776135
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,104,18.80121809,31.56759079,105.8015229,16.48974697,95.8670932,66.69776258,58.93287775,47.68962275
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,105,19.67725634,32.22276593,50.28585611,17.44162888,164.2130527,56.6397112,50.03302979,49.85525098
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,106,22.67486371,36.18697098,38.42045506,14.95395445,161.2364972,46.3420928,52.19947662,50.35172101
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,107,18.74402389,34.04044134,41.23359241,14.02831529,161.2364972,65.54209485,50.526094,49.82681337
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,108,13.20058351,32.20298088,31.50029115,18.54894003,156.8078755,20.42854212,49.36103332,58.95701334
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,109,15.62619481,37.67261114,36.01181599,19.32046698,109.8720317,37.1564223,49.77559993,46.5962795
