bmr,index,model_average,Logistic,LogLogistic,Probit,QuantalLinear,DichotomousHill
"BMR = 10%: Extra, BMR: 0.1",7785,16.43103399,29.16987245,28.71058491,25.48882126,5.051480691,18.95389711
"BMR = 10%: Extra, BMR: 0.1",7786,22.65982372,30.90706591,69.64485719,21.22958391,6.304460556,20.62047821
"BMR = 10%: Extra, BMR: 0.1",7787,18.13590114,30.90706591,78.89294867,17.16059885,5.653190986,30.48698277
"BMR = 10%: Extra, BMR: 0.1",7788,22.06998866,35.0040916,69.98749524,15.30869134,8.908063636,22.85983111
"BMR = 10%: Extra, BMR: 0.1",7789,16.4693347,35.0040916,79.05353767,24.64696668,7.838818031,22.02349435
"BMR = 10%: Extra, BMR: 0.1",7790,18.67353417,19.6221515,76.80299804,28.47327296,8.924263888,12.02012285
"BMR = 10%: Extra, BMR: 0.1",7791,18.33928785,26.2658397,56.18896471,28.5713244,6.433190023,28.34766992
"BMR = 10%: Extra, BMR: 0.1",7792,17.18783084,23.15124418,54.51852562,19.50540401,7.508738148,35.34821163
"BMR = 10%: Extra, BMR: 0.1",7793,23.81398428,25.6424404,28.62552647,18.49449049,8.352333874,31.15162781
"BMR = 10%: Extra, BMR: 0.1",7794,18.94067363,24.94003495,31.84360131,17.00581997,10.02194074,25.19091562
"BMR = 10%: Extra, BMR: 0.1",7795,23.91407192,22.97429635,27.02972272,17.80936463,10.49578172,25.33967462
"BMR = 10%: Extra, BMR: 0.1",7796,23.24742411,20.17299903,41.40456382,17.54592739,5.114405586,48.35751692
"BMR = 10%: Extra, BMR: 0.1",7797,14.56651094,26.4904685,52.77776774,20.74198851,7.81719623,61.76241544
"BMR = 10%: Extra, BMR: 0.1",7798,18.74728333,30.2973962,41.95871164,24.11978723,7.675684982,39.12787403
"BMR = 10%: Extra, BMR: 0.1",7799,21.65252822,28.08822075,12.87772447,21.0690025,7.537207357,28.94673273
"BMR = 10%: Extra, BMR: 0.1",7800,23.56273043,22.50123308,6.785214938,19.60547692,6.431630742,40.32085807
"BMR = 10%: Extra, BMR: 0.1",7801,24.38690457,23.2420896,4.30168028,19.72649792,8.550316096,34.19532141
"BMR = 10%: Extra, BMR: 0.1",7802,19.92801245,23.2420896,38.98857761,18.82334094,5.816864011,117.8591763
"BMR = 10%: Extra, BMR: 0.1",7803,22.806538,23.2420896,39.79715048,20.1113229,5.816864011,47.92165136
"BMR = 10%: Extra, BMR: 0.1",7804,20.81943612,27.88207125,47.41435847,19.95986433,5.816864011,37.08349091
"BMR = 10%: Extra, BMR: 0.1",7805,17.50237498,24.62328524,39.27580027,20.01399271,6.789014664,33.71787805
"BMR = 10%: Extra, BMR: 0.1",7806,30.95376326,28.64396424,35.56278142,20.01399271,4.978088719,20.51698163
"BMR = 10%: Extra, BMR: 0.1",7807,22.51679281,32.95274163,32.53015368,21.93292494,4.978088719,18.62183138
"BMR = 10%: Extra, BMR: 0.1",7808,22.64423447,30.33736334,36.91670596,24.36910997,5.009800059,16.308176
"BMR = 10%: Extra, BMR: 0.1",7809,24.49542159,25.78213422,24.88606655,16.58035303,5.555782643,20.34808278
"BMR = 10%: Extra, BMR: 0.1",7810,15.67941797,25.78213422,48.98325798,17.44353592,6.624364392,32.18417056
"BMR = 10%: Extra, BMR: 0.1",7811,21.59075175,25.78213422,46.63037353,25.60315733,5.859106203,31.30498894
"BMR = 10%: Extra, BMR: 0.1",7812,17.98260878,32.31750517,43.28155731,24.64236058,5.951088184,34.75118249
"BMR = 10%: Extra, BMR: 0.1",7813,19.704311,35.01498586,56.28388198,22.62183557,6.663425469,44.94690484
"BMR = 10%: Extra, BMR: 0.1",7814,23.69233078,30.19943063,57.52386284,21.58491483,6.271349473,32.3102923
"BMR = 10%: Extra, BMR: 0.1",7815,20.67215439,31.08579067,46.46925957,21.58491483,6.271349473,27.74735145
"BMR = 10%: Extra, BMR: 0.1",7816,26.33528829,32.59289912,42.71136334,22.27242547,6.72781274,27.94189497
"BMR = 10%: Extra, BMR: 0.1",7817,14.53721277,26.84167933,41.11377946,24.01765543,9.413517313,20.18309438
"BMR = 10%: Extra, BMR: 0.1",7818,15.90736701,23.48032464,55.94967059,24.87785455,5.524935273,47.34575533
"BMR = 10%: Extra, BMR: 0.1",7819,28.13736745,23.48032464,37.144664,21.60040081,6.365345888,18.05228662
"BMR = 10%: Extra, BMR: 0.1",7820,16.48535715,18.98201167,40.53293572,24.13790576,6.571562941,38.53338191
"BMR = 10%: Extra, BMR: 0.1",7821,17.59323461,29.78112069,32.67883648,21.89572486,6.527258789,40.62994052
"BMR = 10%: Extra, BMR: 0.1",7822,29.01005119,32.09059317,27.22908961,24.77472884,6.604457102,29.23948095
"BMR = 10%: Extra, BMR: 0.1",7823,25.98246812,18.00575798,37.67474081,22.39455992,4.550111817,11.21608162
"BMR = 10%: Extra, BMR: 0.1",7824,19.96413339,17.88630773,33.84164848,24.22699959,4.635246474,21.90413
"BMR = 10%: Extra, BMR: 0.1",7825,21.39540046,22.34062812,33.01293612,21.51238841,4.454131504,17.43483959
"BMR = 10%: Extra, BMR: 0.1",7826,22.15403295,28.124381,23.16647669,20.30707726,6.935169025,27.61263253
"BMR = 10%: Extra, BMR: 0.1",7827,19.39314641,26.48785138,26.6323991,21.70901636,6.375825456,23.01852836
"BMR = 10%: Extra, BMR: 0.1",7828,13.19981849,26.67878957,32.91196961,20.76510727,6.375825456,8.156363132
"BMR = 10%: Extra, BMR: 0.1",7829,16.6874882,21.23437152,23.05952887,18.67353417,6.321147558,10.93606384
"BMR = 10%: Extra, BMR: 0.1",7830,20.18705167,21.25355857,35.64468504,18.67353417,7.233778494,26.14445853
"BMR = 10%: Extra, BMR: 0.1",7831,21.93794376,23.76171305,29.98701167,18.67353417,13.27088906,18.28615773
"BMR = 10%: Extra, BMR: 0.1",7832,25.24687335,23.1655688,28.27327426,20.21041107,13.27088906,20.83412961
"BMR = 10%: Extra, BMR: 0.1",7833,16.80454627,13.86528727,25.09011565,16.8628571,12.23440254,14.57406107
"BMR = 10%: Extra, BMR: 0.1",7834,19.71331407,21.96740958,54.2408084,19.52605546,9.465128009,18.09555175
"BMR = 10%: Extra, BMR: 0.1",7835,15.36994513,34.57353805,32.59819571,17.97522504,9.465128009,12.98806994
"BMR = 10%: Extra, BMR: 0.1",7836,23.58726059,34.98748688,84.37728372,19.15499925,8.263512669,24.05680845
"BMR = 10%: Extra, BMR: 0.1",7837,20.82767837,32.38561577,79.24740125,21.1827866,5.888723186,13.3844218
"BMR = 10%: Extra, BMR: 0.1",7838,17.93483621,21.10426503,44.19976526,21.9136915,4.597441599,36.86052717
"BMR = 10%: Extra, BMR: 0.1",7839,25.13535993,19.79289208,89.3100022,20.0441161,6.811152474,9.394280877
"BMR = 10%: Extra, BMR: 0.1",7840,25.18466106,19.22713888,32.53528036,19.40950714,6.029975226,11.29751438
"BMR = 10%: Extra, BMR: 0.1",7841,21.41212847,16.18832866,36.20419336,18.65722627,5.295633165,11.2956081
"BMR = 10%: Extra, BMR: 0.1",7842,14.25246127,17.38798189,31.06685715,22.84512642,7.358499837,5.824653667
"BMR = 10%: Extra, BMR: 0.1",7843,18.89390444,22.35670358,30.00377218,18.50742117,5.908293666,3.955533873
"BMR = 10%: Extra, BMR: 0.1",7844,19.68991048,18.56620609,27.5780285,16.94002691,6.787406746,15.46877284
"BMR = 10%: Extra, BMR: 0.1",7845,13.06119062,18.56620609,29.25932267,19.72047621,5.699920494,26.69257256
"BMR = 10%: Extra, BMR: 0.1",7846,27.65701593,17.72584598,50.67501995,17.20877629,6.453820366,20.1393722
"BMR = 10%: Extra, BMR: 0.1",7847,25.40402324,16.1929124,28.8978525,20.8706245,4.399645711,30.44766997
"BMR = 10%: Extra, BMR: 0.1",7848,17.03802504,24.96962982,42.40478364,22.05817975,9.51263223,22.52305376
"BMR = 10%: Extra, BMR: 0.1",7849,19.08485603,17.86593494,16.49055997,19.4282974,7.036244331,35.6408425
"BMR = 10%: Extra, BMR: 0.1",7850,27.8899583,14.88267833,16.23114087,23.36865735,8.157967925,36.29308956
"BMR = 10%: Extra, BMR: 0.1",7851,20.80376484,18.9533599,25.45532142,24.27077404,7.319685068,59.00119654
"BMR = 10%: Extra, BMR: 0.1",7852,16.73776762,27.03376491,22.42746372,24.3793705,8.59274019,49.39277911
"BMR = 10%: Extra, BMR: 0.1",7853,27.60950884,25.73953214,31.93030219,23.32182413,5.11908305,39.63195591
"BMR = 10%: Extra, BMR: 0.1",7854,22.44444595,25.73953214,34.41639878,20.77119704,6.999467618,27.82605932
"BMR = 10%: Extra, BMR: 0.1",7855,31.28601023,26.54484207,32.00836004,24.02055806,6.382470905,63.09817967
"BMR = 10%: Extra, BMR: 0.1",7856,23.34655276,27.88275289,35.76706588,23.45584257,4.593580135,63.09817967
"BMR = 10%: Extra, BMR: 0.1",7857,18.19988464,28.58276525,41.90248572,22.99373445,5.188707236,78.44368796
"BMR = 10%: Extra, BMR: 0.1",7858,21.42039887,28.58276525,29.11347467,34.24083268,5.082117443,41.42020923
"BMR = 10%: Extra, BMR: 0.1",7859,22.34885136,28.58276525,41.52835998,29.36520085,9.251817643,79.82593004
"BMR = 10%: Extra, BMR: 0.1",7860,26.32417992,31.89685615,50.73021524,25.14656189,7.122421553,43.80493583
"BMR = 10%: Extra, BMR: 0.1",7861,20.22608684,38.58739782,32.97182092,26.87962078,6.244837802,38.09992757
"BMR = 10%: Extra, BMR: 0.1",7862,19.15568598,25.51947834,29.93645337,17.65264843,6.389415117,17.87296508
"BMR = 10%: Extra, BMR: 0.1",7863,27.27129396,25.6812346,43.36298751,23.46203029,8.858773147,41.32783372
"BMR = 10%: Extra, BMR: 0.1",7864,16.50145918,27.00327869,41.23398898,21.27962998,6.371912828,33.1999939
"BMR = 10%: Extra, BMR: 0.1",7865,32.72756396,36.63369701,39.81288207,19.30880244,8.894394805,70.66858472
"BMR = 10%: Extra, BMR: 0.1",7866,17.72590682,20.76601833,29.33496937,21.42219122,5.718208571,48.68184714
"BMR = 10%: Extra, BMR: 0.1",7867,25.82471867,23.28002857,15.99939974,19.91501809,5.041598689,91.39016699
"BMR = 10%: Extra, BMR: 0.1",7868,16.43455965,17.31675234,14.90510331,16.90566336,6.092948255,88.63320756
"BMR = 10%: Extra, BMR: 0.1",7869,23.04518343,23.0048334,12.88868929,18.21962177,5.43272524,20.79950388
"BMR = 10%: Extra, BMR: 0.1",7870,19.23821564,39.7108337,15.97849409,22.50540913,7.309439318,32.14084936
"BMR = 10%: Extra, BMR: 0.1",7871,20.51558034,17.83334908,22.70279249,27.31025103,8.534071373,11.51934694
"BMR = 10%: Extra, BMR: 0.1",7872,16.86631474,15.74689814,36.41662355,19.10812763,7.525300549,100.3036429
"BMR = 10%: Extra, BMR: 0.1",7873,17.22934069,16.92353317,33.24822969,19.55214067,7.525300549,41.9795495
"BMR = 10%: Extra, BMR: 0.1",7874,26.44661909,19.97838669,19.34038235,21.74201718,7.525300549,44.16574603
"BMR = 10%: Extra, BMR: 0.1",7875,20.72306348,27.5126356,24.53304424,27.18414376,7.025205245,58.96023762
"BMR = 10%: Extra, BMR: 0.1",7876,18.49549821,24.19763316,21.23700933,23.51579905,6.838457415,26.65207068
"BMR = 10%: Extra, BMR: 0.1",7877,21.94540231,13.37069782,49.11368191,24.1798925,8.308235004,30.04264548
"BMR = 10%: Extra, BMR: 0.1",7878,20.94548881,9.553060106,13.77497688,24.73823893,5.478211883,22.13981395
"BMR = 10%: Extra, BMR: 0.1",7879,18.36120409,14.16662486,8.305779402,25.12355106,9.865787381,22.38587806
"BMR = 10%: Extra, BMR: 0.1",7880,24.66539269,20.8995165,27.40443083,24.27998602,10.01241689,46.75524207
"BMR = 10%: Extra, BMR: 0.1",7881,24.97146956,17.3094627,20.70680481,27.44295771,9.991277178,42.63817052
"BMR = 10%: Extra, BMR: 0.1",7882,26.99362723,13.26177119,45.20909744,28.62141298,10.71880723,56.34163607
"BMR = 10%: Extra, BMR: 0.1",7883,21.95178307,19.3521459,40.50910785,27.45593714,10.71880723,74.80868922
"BMR = 10%: Extra, BMR: 0.1",7884,19.24543903,22.27831379,36.32863426,29.81174199,7.643861627,21.71906151
"BMR = 10%: Extra, BMR: 0.1",7885,29.92615816,25.16016966,55.08556275,30.92257184,5.214272765,30.80082203
"BMR = 10%: Extra, BMR: 0.1",7886,19.38074435,27.83247081,34.32419315,16.81603698,5.019663183,14.00610989
"BMR = 10%: Extra, BMR: 0.1",7887,20.07449587,11.14529705,33.25768342,16.08449496,6.375201382,9.608408358
"BMR = 10%: Extra, BMR: 0.1",7888,20.81572567,29.10033084,48.2914254,16.22295385,9.594878633,13.87304908
"BMR = 10%: Extra, BMR: 0.1",7889,20.51847654,23.87779239,61.70211543,15.89586801,5.859681245,25.41108074
"BMR = 10%: Extra, BMR: 0.1",7890,17.55396555,22.88103282,24.04953093,14.56191722,5.559878524,15.88918328
"BMR = 10%: Extra, BMR: 0.1",7891,17.13390265,15.61348101,10.41411829,13.48855591,8.031886522,24.27136826
"BMR = 10%: Extra, BMR: 0.1",7892,19.62749731,20.98463972,8.468148015,19.73139906,6.832718266,14.68486319
"BMR = 10%: Extra, BMR: 0.1",7893,20.84248744,16.92040906,37.25422055,19.91595313,6.832718266,35.23723524
"BMR = 10%: Extra, BMR: 0.1",7894,24.26645845,23.55259428,40.26330544,19.58716245,7.151427952,23.6565969
"BMR = 10%: Extra, BMR: 0.1",7895,20.14198549,32.24532202,48.4965075,15.52661502,7.384704808,37.1237142
"BMR = 10%: Extra, BMR: 0.1",7896,20.10674272,15.97659761,53.68755366,17.79573242,5.005110284,89.99829343
"BMR = 10%: Extra, BMR: 0.1",7897,16.35180838,21.58826696,72.9814459,24.51153387,7.375741551,57.65177241
"BMR = 10%: Extra, BMR: 0.1",7898,20.55110031,20.28848414,64.87535032,28.82837746,7.569650319,83.84981274
"BMR = 10%: Extra, BMR: 0.1",7899,34.29649655,24.81974146,51.72436315,18.9877666,5.702960379,78.07141561
"BMR = 10%: Extra, BMR: 0.1",7900,13.92424779,18.62047429,28.43928274,18.49090272,8.786923908,27.31042456
"BMR = 10%: Extra, BMR: 0.1",7901,18.61833472,26.46411075,36.35104427,18.64087062,9.363690033,28.51193918
"BMR = 10%: Extra, BMR: 0.1",7902,17.3708422,24.63680971,16.82019746,18.33907287,6.093621944,32.46586818
"BMR = 10%: Extra, BMR: 0.1",7903,15.08481239,22.70895992,39.73518207,20.17442252,7.830635942,39.63952694
"BMR = 10%: Extra, BMR: 0.1",7904,18.84321556,23.89056772,7.784834519,18.22740346,5.689103074,29.02134453
"BMR = 10%: Extra, BMR: 0.1",7905,18.62682357,20.79446531,13.64215368,17.59846644,6.161168736,41.32433436
"BMR = 10%: Extra, BMR: 0.1",7906,28.5119077,21.31970055,7.571985855,18.88686881,7.460860441,9.800718388
"BMR = 10%: Extra, BMR: 0.1",7907,19.52619913,26.1204504,11.06831767,22.81390403,8.546593197,21.92124869
"BMR = 10%: Extra, BMR: 0.1",7908,20.14486348,12.23120424,6.635180008,21.88939381,6.762995993,12.16630851
"BMR = 10%: Extra, BMR: 0.1",7909,21.7626622,11.49313698,5.849683253,21.63911528,4.962847173,16.73132422
"BMR = 10%: Extra, BMR: 0.1",7910,24.40477036,17.16980308,11.08071844,25.027328,9.606186809,21.88184803
"BMR = 10%: Extra, BMR: 0.1",7911,26.98931213,16.01188821,11.77954888,27.09272013,9.58469965,19.58995032
"BMR = 10%: Extra, BMR: 0.1",7912,16.08034921,17.02520829,6.352582137,16.16072987,8.480392059,34.87240158
"BMR = 10%: Extra, BMR: 0.1",7913,23.65653557,15.12871589,14.15910464,18.83379291,9.147688108,21.80425801
"BMR = 10%: Extra, BMR: 0.1",7914,22.91542086,23.2550125,32.93236801,21.0256469,8.154059055,46.0415476
"BMR = 10%: Extra, BMR: 0.1",7915,24.87973283,17.43134333,26.24074269,19.61369285,6.347693824,20.45721735
"BMR = 10%: Extra, BMR: 0.1",7916,24.24020137,17.85233419,51.74273508,19.74752388,5.301118797,17.09531937
"BMR = 10%: Extra, BMR: 0.1",7917,24.1436124,15.91429553,77.24209422,22.10833373,5.125491884,26.22472042
"BMR = 10%: Extra, BMR: 0.1",7918,26.21518686,15.29672381,57.39407952,14.57057824,2.819698319,29.39683188
"BMR = 10%: Extra, BMR: 0.1",7919,26.47628948,12.09128402,72.7579623,13.73181262,9.340495601,48.39717009
"BMR = 10%: Extra, BMR: 0.1",7920,18.90535787,25.51278111,56.77425271,27.00659725,5.624432859,29.13818266
"BMR = 10%: Extra, BMR: 0.1",7921,23.81986678,20.02904294,56.77425271,26.37635415,6.339605586,69.730343
"BMR = 10%: Extra, BMR: 0.1",7922,19.82854614,18.42878513,56.77425271,30.40871116,6.209817693,49.98716625
"BMR = 10%: Extra, BMR: 0.1",7923,19.83391429,15.82805483,56.77425271,29.78430346,7.096881781,65.7767719
"BMR = 10%: Extra, BMR: 0.1",7924,21.80908125,15.82805483,105.4261464,28.14147928,7.096881781,49.46153382
"BMR = 10%: Extra, BMR: 0.1",7925,24.07388174,26.93208521,105.4261464,26.41722655,6.77226545,51.7417882
"BMR = 10%: Extra, BMR: 0.1",7926,22.47667903,24.35122556,105.4261464,14.70845382,6.54323491,32.09590949
"BMR = 10%: Extra, BMR: 0.1",7927,21.02306289,24.40751146,105.4261464,15.34304373,7.205601404,25.60647364
"BMR = 10%: Extra, BMR: 0.1",7928,17.84202261,23.4536533,105.4261464,15.37607141,7.086492779,52.19299857
"BMR = 10%: Extra, BMR: 0.1",7929,17.22118454,20.16524102,87.87983546,13.87859757,8.25841668,21.45429688
"BMR = 10%: Extra, BMR: 0.1",7930,26.67968688,22.6565718,87.87983546,28.98771854,7.061139975,28.5011511
"BMR = 10%: Extra, BMR: 0.1",7931,19.95986433,28.67440597,45.23861082,23.32716895,5.268103255,33.16540209
"BMR = 10%: Extra, BMR: 0.1",7932,16.31208116,33.11463119,26.95517184,18.12607695,9.371810804,37.06812715
"BMR = 10%: Extra, BMR: 0.1",7933,15.17682666,29.54769126,13.02918719,15.99952944,6.211863655,19.79648988
"BMR = 10%: Extra, BMR: 0.1",7934,19.94973566,20.37912814,12.02771407,17.50355208,6.100367039,27.18622792
"BMR = 10%: Extra, BMR: 0.1",7935,21.50545584,24.54213084,30.47149222,20.67323606,7.978666136,10.83024427
"BMR = 10%: Extra, BMR: 0.1",7936,22.0055417,29.50116615,54.28152452,20.67501315,8.811195298,27.34571252
"BMR = 10%: Extra, BMR: 0.1",7937,32.42928439,29.34125501,29.84347099,17.47532981,8.811195298,51.80332496
"BMR = 10%: Extra, BMR: 0.1",7938,26.0697098,31.80249391,27.28866689,16.95734339,8.56643841,14.57655429
"BMR = 10%: Extra, BMR: 0.1",7939,20.89952415,29.53153172,33.85843184,19.93317102,12.68936158,29.2273275
"BMR = 10%: Extra, BMR: 0.1",7940,27.92346034,25.88328523,24.12347109,19.20265482,3.502573974,11.04631457
"BMR = 10%: Extra, BMR: 0.1",7941,18.90380691,28.17116765,33.80086095,18.0069708,7.785104685,37.03542827
"BMR = 10%: Extra, BMR: 0.1",7942,15.76513999,30.05731885,38.57273187,18.0069708,9.890124618,37.85959814
"BMR = 10%: Extra, BMR: 0.1",7943,19.08275625,34.00626715,34.1647251,18.14753804,8.849647182,43.80098841
"BMR = 10%: Extra, BMR: 0.1",7944,22.16247016,33.27166006,35.75278987,18.14753804,4.657484375,22.73382199
"BMR = 10%: Extra, BMR: 0.1",7945,25.28339415,18.63881199,32.89961459,20.96667188,6.665657274,11.02682361
"BMR = 10%: Extra, BMR: 0.1",7946,21.21191388,24.10013841,26.09912584,20.41113951,5.250113631,18.73025771
"BMR = 10%: Extra, BMR: 0.1",7947,18.58048312,24.91635097,31.6613196,20.55283911,5.266051014,25.63200053
"BMR = 10%: Extra, BMR: 0.1",7948,26.53922411,16.59178729,30.73413317,20.15372934,9.885430338,22.03337111
"BMR = 10%: Extra, BMR: 0.1",7949,28.8976394,15.2848851,50.63135877,20.78874668,5.426635156,25.30438224
"BMR = 10%: Extra, BMR: 0.1",7950,24.68755659,21.95523259,11.54293985,20.78874668,5.487400768,17.82011753
"BMR = 10%: Extra, BMR: 0.1",7951,17.10320942,25.42088867,18.85226016,20.88788758,6.483548017,21.39979166
"BMR = 10%: Extra, BMR: 0.1",7952,32.83935401,20.42096823,16.49160101,21.81772818,7.997047717,69.77338989
"BMR = 10%: Extra, BMR: 0.1",7953,20.72379037,13.68867052,15.70803529,16.04048398,5.48005558,55.40266704
"BMR = 10%: Extra, BMR: 0.1",7954,19.96344817,17.66534185,12.40962357,23.88684548,4.600718611,81.32956848
"BMR = 10%: Extra, BMR: 0.1",7955,22.5110172,15.88572522,45.45084769,31.81751642,10.807951,70.0614067
"BMR = 10%: Extra, BMR: 0.1",7956,23.61299396,16.86429733,36.1765044,14.31152315,10.34628846,68.0891664
"BMR = 10%: Extra, BMR: 0.1",7957,18.45129733,16.07437612,18.83154018,30.65569063,8.246781425,55.98446461
"BMR = 10%: Extra, BMR: 0.1",7958,14.98756106,13.9576975,18.89331557,21.0641838,6.667021891,30.0247248
"BMR = 10%: Extra, BMR: 0.1",7959,16.83516331,13.16345685,10.53284323,21.79593102,6.28350485,25.88921178
"BMR = 10%: Extra, BMR: 0.1",7960,23.1362877,11.74339852,40.39702959,20.36061473,8.853912378,28.6692299
"BMR = 10%: Extra, BMR: 0.1",7961,17.40801077,31.32790329,18.52467568,22.50204938,6.911152224,43.99739822
"BMR = 10%: Extra, BMR: 0.1",7962,17.48473781,32.00021047,15.97143369,20.43875511,9.044620283,21.68368173
"BMR = 10%: Extra, BMR: 0.1",7963,18.1496684,30.03120972,21.03516053,20.43875511,8.620406979,26.83096526
"BMR = 10%: Extra, BMR: 0.1",7964,15.30799815,29.22618704,21.64177536,21.28162565,8.620406979,23.76621552
"BMR = 10%: Extra, BMR: 0.1",7965,29.31773373,17.14051833,17.37426214,21.28162565,6.192855964,8.857491701
"BMR = 10%: Extra, BMR: 0.1",7966,14.37332113,24.04392134,27.83521237,22.45522679,6.265152433,58.30324443
"BMR = 10%: Extra, BMR: 0.1",7967,28.17755094,12.93219542,17.59908743,17.16678967,7.981821677,46.18199735
"BMR = 10%: Extra, BMR: 0.1",7968,20.58516228,16.92951807,20.86061565,17.31811772,4.228948308,29.31409222
"BMR = 10%: Extra, BMR: 0.1",7969,29.9127074,21.19990398,33.64552265,16.62645223,8.283815999,33.70023551
"BMR = 10%: Extra, BMR: 0.1",7970,28.62141298,20.36768315,28.92211387,20.29099868,8.807036105,22.03623999
"BMR = 10%: Extra, BMR: 0.1",7971,19.3147591,21.02250569,32.14253513,20.17294106,5.086049909,19.10068007
"BMR = 10%: Extra, BMR: 0.1",7972,25.50146759,19.60083717,33.44597684,20.67813041,10.00926959,74.69984543
"BMR = 10%: Extra, BMR: 0.1",7973,28.73691277,21.72895935,50.85266378,17.45000683,10.48536715,43.59970427
"BMR = 10%: Extra, BMR: 0.1",7974,28.88333358,24.5391784,32.28231909,18.3626295,9.178438964,89.06442304
"BMR = 10%: Extra, BMR: 0.1",7975,19.47378931,29.05948932,25.63565343,17.86595301,9.599558196,77.54525315
"BMR = 10%: Extra, BMR: 0.1",7976,25.51604667,18.85205748,23.53477822,19.92238689,9.599558196,66.5035417
"BMR = 10%: Extra, BMR: 0.1",7977,23.00187452,27.90864723,42.37353152,19.65835489,8.34389063,51.11691587
"BMR = 10%: Extra, BMR: 0.1",7978,26.92657181,19.66147922,28.66476242,19.65835489,6.438566672,76.10011588
"BMR = 10%: Extra, BMR: 0.1",7979,18.69659695,21.18533203,27.03820618,19.65835489,7.76317208,82.6920736
"BMR = 10%: Extra, BMR: 0.1",7980,13.23306832,17.77327372,26.87973728,19.65835489,6.254377981,63.55884528
"BMR = 10%: Extra, BMR: 0.1",7981,21.98020054,14.76449732,25.5711264,19.65835489,5.204538072,48.20043481
"BMR = 10%: Extra, BMR: 0.1",7982,19.98893121,24.17568201,14.31157415,20.0773701,6.019134047,56.65233125
"BMR = 10%: Extra, BMR: 0.1",7983,21.73391428,21.64176901,36.81476143,20.0773701,7.208443318,43.34615543
"BMR = 10%: Extra, BMR: 0.1",7984,21.27094406,23.62076086,30.28030804,20.0773701,4.675020107,39.14913265
"BMR = 10%: Extra, BMR: 0.1",7985,23.35926822,20.04232004,24.05983094,18.36120409,5.806304351,36.14808741
"BMR = 10%: Extra, BMR: 0.1",7986,20.67439087,22.06202066,54.23323742,18.36120409,5.585974524,34.8614931
"BMR = 10%: Extra, BMR: 0.1",7987,24.70041489,33.12052061,20.08432144,18.36120409,4.969732223,28.60034491
"BMR = 10%: Extra, BMR: 0.1",7988,15.14012866,34.70764991,42.36449175,19.99908908,6.566323036,16.02727569
"BMR = 10%: Extra, BMR: 0.1",7989,32.41647968,23.5549275,25.12480515,21.32665882,5.264812699,12.37638159
"BMR = 10%: Extra, BMR: 0.1",7990,19.64475108,22.60033014,34.41826827,19.45143552,10.51772289,10.10863964
"BMR = 10%: Extra, BMR: 0.1",7991,23.17576321,21.41253476,32.02156252,22.97053843,10.51772289,28.37223132
"BMR = 10%: Extra, BMR: 0.1",7992,21.56728319,23.3212886,27.6820985,25.27478443,13.98740183,22.0541774
"BMR = 10%: Extra, BMR: 0.1",7993,18.59820573,21.38317379,38.60496445,26.9994561,9.617599135,34.43513363
"BMR = 10%: Extra, BMR: 0.1",7994,27.06891822,23.18858072,39.58290692,27.16842448,7.870325891,37.85497585
"BMR = 10%: Extra, BMR: 0.1",7995,11.96665483,22.92660464,29.40451854,23.31431152,6.21014065,34.3748903
"BMR = 10%: Extra, BMR: 0.1",7996,23.04201741,12.6461368,34.73945576,24.24170388,5.10707773,48.39339222
"BMR = 10%: Extra, BMR: 0.1",7997,18.2025104,37.63099386,15.3285938,22.47667903,4.558565507,51.42085187
"BMR = 10%: Extra, BMR: 0.1",7998,31.12026963,20.04251323,30.50624424,22.33073539,11.69186078,49.30613336
"BMR = 10%: Extra, BMR: 0.1",7999,18.29509398,28.10806599,28.32235626,23.51447587,11.88562988,78.96658219
"BMR = 10%: Extra, BMR: 0.1",8000,25.28764502,32.00362836,36.51641117,22.90451045,6.561692385,34.73499163
"BMR = 10%: Extra, BMR: 0.1",8001,26.31491734,33.76705675,37.8168387,18.12890019,4.83028152,25.62704663
"BMR = 10%: Extra, BMR: 0.1",8002,19.40018303,35.3142543,30.21551039,18.00049969,4.07056217,50.77079025
"BMR = 10%: Extra, BMR: 0.1",8003,30.13525837,20.06896808,17.54205039,19.095002,3.767485981,17.11606193
"BMR = 10%: Extra, BMR: 0.1",8004,21.43521736,29.40283168,43.90575345,18.14775507,3.767485981,9.900287007
"BMR = 10%: Extra, BMR: 0.1",8005,18.24328576,21.45370442,27.6917233,18.14775507,9.038470111,20.43207266
"BMR = 10%: Extra, BMR: 0.1",8006,19.52394496,19.51926698,40.92350364,15.73688425,4.883453796,6.62528312
"BMR = 10%: Extra, BMR: 0.1",8007,20.167835,25.38844614,18.30013798,15.68867334,4.271380745,46.24119975
"BMR = 10%: Extra, BMR: 0.1",8008,19.2157576,25.38844614,15.02025485,17.9196035,6.016758259,56.74510305
"BMR = 10%: Extra, BMR: 0.1",8009,19.06600188,25.38844614,10.91046706,21.03525009,6.879629603,59.87282298
"BMR = 10%: Extra, BMR: 0.1",8010,14.49962286,26.53883429,39.04125934,17.84359551,6.879629603,48.73740391
"BMR = 10%: Extra, BMR: 0.1",8011,25.28915421,32.25973821,23.96581072,16.59102079,6.96287034,43.53761772
"BMR = 10%: Extra, BMR: 0.1",8012,25.37731543,29.4111495,26.61856188,15.72720399,6.999604385,37.3677893
"BMR = 10%: Extra, BMR: 0.1",8013,21.43056191,21.08698159,40.84556926,22.71461504,5.727991961,19.59940079
